,RefSeq_oriC,Z_occurance,G_A_occurance,G_N_occurance,D_occurance,Correct
4411,NC_015155_2,0.0833333333333333,0.0,0.0,0.5,False
4412,NC_015155_3,0.25,0.0,0.0,0.0,False
4413,NZ_CP010256_0,0.25,1.0,1.0,0.25,False
4414,NZ_CP010256_1,0.4285714285714285,0.0409700334435979,0.0378109530651903,0.5833333333333334,True
4415,NZ_CP010256_2,0.3214285714285714,0.0,0.0,0.1666666666666666,False
4416,NZ_CP013816_0,0.25,1.0,1.0,0.1818181818181818,False
4417,NZ_CP013816_1,0.75,0.0,0.0,0.8181818181818182,True
4418,NZ_CP015925_0,1.0,1.0,1.0,1.0,True
4419,NZ_CP015930_0,1.0,1.0,1.0,1.0,True
4420,NZ_CP018545_0,0.5294117647058824,0.0,0.0,0.3333333333333333,False
4421,NZ_CP018545_1,0.0588235294117647,0.0,0.0,0.6666666666666666,False
4422,NZ_CP018545_2,0.4117647058823529,0.0,0.0,0.0,True
4423,NC_017591_0,1.0,1.0,1.0,1.0,True
4424,NZ_LN794217_0,0.3,0.9905242742200622,0.506277002703795,0.1333333333333333,False
4425,NZ_LN794217_1,0.1333333333333333,0.6663922665028761,0.7055056535320084,0.1333333333333333,False
4426,NZ_LN794217_2,0.1666666666666666,1.0,0.3130089197038671,0.1333333333333333,False
4427,NZ_LN794217_3,0.1,0.3544400580063256,0.8972479564886381,0.3333333333333333,False
4428,NZ_LN794217_4,0.2333333333333333,0.0,1.0,0.2,False
4429,NZ_LN794217_5,0.0333333333333333,0.4824821406271106,0.0,0.0666666666666666,False
4430,NZ_LN794217_6,0.0333333333333333,0.1920835127978367,0.1784943339359172,0.0,False
4431,NZ_CP023159_0,0.1111111111111111,1.0,1.0,0.0,False
4432,NZ_CP023159_1,0.8888888888888888,0.0,0.0,1.0,True
4433,NZ_CP015945_0,1.0,1.0,1.0,1.0,True
4434,NZ_CP013828_0,1.0,1.0,1.0,1.0,True
4435,NC_017576_0,1.0,1.0,1.0,1.0,True
4436,NZ_CP019867_0,0.4,1.0,1.0,0.8333333333333334,False
4437,NZ_CP019867_1,0.6,0.0,0.0,0.1666666666666666,True
4438,NZ_CP017669_0,0.0909090909090909,1.0,1.0,0.125,False
4439,NZ_CP017669_1,0.0909090909090909,0.5926233140784977,0.5926233140784977,0.2916666666666667,False
4440,NZ_CP017669_2,0.8181818181818182,0.0,0.0,0.5833333333333334,True
4441,NC_014011_0,0.1818181818181818,1.0,1.0,0.5625,False
4442,NC_014011_1,0.8181818181818182,0.0,0.0,0.4375,True
4443,NZ_CP014035_0,0.4666666666666667,1.0,1.0,0.4,False
4444,NZ_CP014035_1,0.5333333333333333,0.0,0.0,0.6,True
4445,NZ_CP023366_0,0.1,1.0,1.0,0.2352941176470588,False
4446,NZ_CP023366_1,0.9,0.0,0.0,0.7647058823529411,True
4447,NZ_CP024780_0,0.4375,1.0,1.0,0.3157894736842105,False
4448,NZ_CP024780_1,0.5625,0.0,0.0,0.6842105263157895,True
4449,NC_014328_0,0.25,1.0,1.0,0.44,False
4450,NC_014328_1,0.75,0.0,0.0,0.56,True
4451,NZ_CP010518_0,0.4,1.0,1.0,0.1875,False
4452,NZ_CP010518_1,0.6,0.0,0.0,0.8125,False
4453,NZ_CP010585_0,1.0,0.0,0.0,1.0,True
4454,NZ_CP010967_0,0.21875,0.6309079919798816,0.5564478658376738,0.2857142857142857,False
4455,NZ_CP010967_1,0.21875,1.0,0.0,0.2857142857142857,False
4456,NZ_CP010967_2,0.375,0.3959195313101335,0.893137306303684,0.1428571428571428,False
4457,NZ_CP010967_3,0.09375,0.0,1.0,0.1428571428571428,True
4458,NZ_CP010967_4,0.09375,0.2014947502040991,0.2425201718972883,0.1428571428571428,False
4459,NZ_CP011884_0,1.0,1.0,1.0,1.0,True
4460,NZ_CP020835_0,1.0,1.0,1.0,1.0,True
4461,NZ_CP016683_0,0.9,1.0,1.0,0.9047619047619048,True
4462,NZ_CP016683_1,0.1,0.0,0.0,0.0952380952380952,False
4463,NZ_CP010965_0,0.3103448275862069,1.0,1.0,0.2,False
4464,NZ_CP010965_1,0.2413793103448276,0.3286046317671181,0.3325764263605049,0.3,False
4465,NZ_CP010965_2,0.4482758620689655,0.0,0.0,0.5,True
4466,NZ_CP018247_0,0.1818181818181818,1.0,1.0,0.3636363636363636,False
4467,NZ_CP018247_1,0.8181818181818182,0.0,0.0,0.6363636363636364,True
4468,NZ_CP023593_0,0.25,1.0,1.0,0.0,False
4469,NZ_CP023593_1,0.75,0.0,0.0,1.0,True
4470,NC_006449_0,0.1,1.0,1.0,0.1333333333333333,False
4471,NC_006449_1,0.9,0.0,0.0,0.8666666666666667,True
4472,NZ_CP013932_0,1.0,1.0,1.0,1.0,True
4473,NZ_CP011030_0,1.0,1.0,1.0,1.0,True
4474,NZ_CP012890_0,0.2222222222222222,1.0,1.0,0.1111111111111111,False
4475,NZ_CP012890_1,0.7777777777777778,0.0,0.0,0.8888888888888888,True
4476,NZ_CP015571_0,0.45,1.0,1.0,0.275,False
4477,NZ_CP015571_1,0.45,0.5471720128864687,0.5484806988192068,0.275,True
4478,NZ_CP015571_2,0.1,0.0,0.0,0.45,False
4479,NZ_LN824141_0,0.2195121951219512,1.0,0.9457151949046024,0.2941176470588235,False
4480,NZ_LN824141_1,0.2195121951219512,0.5541384014697205,1.0,0.1764705882352941,False
4481,NZ_LN824141_2,0.2195121951219512,0.2270826968868876,0.6159174651773965,0.2647058823529412,False
4482,NZ_LN824141_3,0.1707317073170731,0.0,0.3492396588816222,0.1470588235294117,False
4483,NZ_LN824141_4,0.1707317073170731,0.1947003017279259,0.0,0.1176470588235294,False
4484,NZ_LT632616_0,1.0,1.0,1.0,1.0,True
4485,NZ_CP013049_0,0.1,1.0,1.0,0.375,False
4486,NZ_CP013049_1,0.9,0.0,0.0,0.625,True
4487,NZ_CP013670_0,0.0666666666666666,1.0,1.0,1.0,False
4488,NZ_CP013670_1,0.6,0.0995771158765214,0.1062608352857379,0.0,False
4489,NZ_CP013670_2,0.3333333333333333,0.0,0.0,0.0,False
4490,NZ_CP017297_0,0.0769230769230769,1.0,1.0,0.0,False
4491,NZ_CP017297_1,0.173076923076923,0.8962348164515079,0.8943710210331212,0.0,False
4492,NZ_CP017297_2,0.173076923076923,0.6484808039569757,0.6471322337729783,0.0,False
4493,NZ_CP017297_3,0.173076923076923,0.6824011036462948,0.6830615771706915,0.0,False
4494,NZ_CP017297_4,0.173076923076923,0.4605760495294922,0.4616978268461063,0.25,False
4495,NZ_CP017297_5,0.0384615384615384,0.3376036070391099,0.3369015320421558,0.25,False
4496,NZ_CP017297_6,0.0384615384615384,0.2404098296302112,0.2419894610542527,0.25,False
4497,NZ_CP017297_7,0.0192307692307692,0.0049938873248914,0.0070630859322534,0.125,False
4498,NZ_CP017297_8,0.1346153846153846,0.0,0.0,0.125,False
4499,NZ_CP023050_0,1.0,1.0,1.0,1.0,True
4500,NC_009483_0,0.4166666666666667,1.0,1.0,0.6666666666666666,False
4501,NC_009483_1,0.5833333333333334,0.0,0.0,0.3333333333333333,True
4502,NZ_CP002697_0,0.1111111111111111,1.0,1.0,0.1666666666666666,False
4503,NZ_CP002697_1,0.8888888888888888,0.0,0.0,0.8333333333333334,True
4504,NZ_CP015876_0,1.0,1.0,1.0,1.0,True
4505,NZ_CP023588_0,0.25,1.0,1.0,0.0,False
4506,NZ_CP023588_1,0.75,0.0,0.0,1.0,True
4507,NC_013364_0,0.1,1.0,1.0,0.32,False
4508,NC_013364_1,0.9,0.0,0.0,0.68,True
4509,NZ_CP014699_0,0.4,1.0,1.0,0.7142857142857143,False
4510,NZ_CP014699_1,0.6,0.0,0.0,0.2857142857142857,True
4511,NC_017067_0,1.0,1.0,1.0,1.0,True
4512,NC_008596_0,0.1578947368421052,1.0,1.0,0.6666666666666666,False
4513,NC_008596_1,0.4736842105263157,0.7833780314133949,0.7832955291395592,0.0,False
4514,NC_008596_2,0.2105263157894736,0.5860457531626491,0.5858880952535698,0.0,False
4515,NC_008596_3,0.0526315789473684,0.0,0.0,0.0,True
4516,NC_008596_4,0.0526315789473684,0.4184682331784493,0.4195115134892729,0.0,False
4517,NC_008596_5,0.0526315789473684,0.1929280880656126,0.1926207080324704,0.3333333333333333,False
4518,NZ_HG938353_0,0.3571428571428571,1.0,1.0,0.0,False
4519,NZ_HG938353_1,0.3571428571428571,0.469954202260782,0.419275910908034,0.1428571428571428,False
4520,NZ_HG938353_2,0.0714285714285714,0.3880622667651425,0.3880622667651425,0.2857142857142857,False
4521,NZ_HG938353_3,0.0714285714285714,0.1079947821871197,0.0573164908343717,0.2857142857142857,True
4522,NZ_HG938353_4,0.1428571428571428,0.0,0.0,0.2857142857142857,False
4523,NC_010611_0,1.0,1.0,1.0,1.0,True
4524,NZ_HG969192_0,1.0,1.0,1.0,1.0,True
4525,NZ_CP003182_0,1.0,1.0,1.0,1.0,True
4526,NZ_CP021768_0,0.0909090909090909,1.0,1.0,0.0,False
4527,NZ_CP021768_1,0.0909090909090909,0.0,0.0,0.0,True
4528,NZ_CP021768_2,0.8181818181818182,0.1975965218660885,0.1988255614899148,1.0,False
4529,NC_009523_0,0.28125,1.0,1.0,0.2580645161290322,False
4530,NC_009523_1,0.21875,0.6798598264204715,0.3947461086278511,0.1290322580645161,False
4531,NC_009523_2,0.09375,0.3102282363424695,0.3102282363424695,0.1290322580645161,False
4532,NC_009523_3,0.09375,0.0,0.0,0.3870967741935484,True
4533,NC_009523_4,0.3125,0.3185566248288125,0.0334429070361921,0.0967741935483871,False
4534,NZ_CP023635_0,0.25,1.0,1.0,0.0,False
4535,NZ_CP023635_1,0.75,0.0,0.0,1.0,True
4536,NZ_CP006803_0,0.125,1.0,1.0,0.3076923076923077,False
4537,NZ_CP006803_1,0.875,0.0,0.0,0.6923076923076923,True
4538,NC_009783_0,0.3,1.0,1.0,0.1333333333333333,False
4539,NC_009783_1,0.7,0.0,0.0,0.8666666666666667,True
4540,NZ_CP014782_0,1.0,1.0,1.0,1.0,True
4541,NZ_AP017578_0,0.5384615384615384,1.0,0.061613291815351,0.6153846153846154,True
4542,NZ_AP017578_1,0.2307692307692307,0.4746877097129885,1.0,0.0,False
4543,NZ_AP017578_2,0.2307692307692307,0.0,0.0,0.3846153846153846,False
4544,NZ_CP020403_0,0.0555555555555555,1.0,1.0,0.1632653061224489,False
4545,NZ_CP020403_1,0.3333333333333333,0.8387787509693418,0.8392009800456046,0.1020408163265306,False
4546,NZ_CP020403_2,0.5,0.4307686285545619,0.4296404705653939,0.3673469387755102,True
4547,NZ_CP020403_3,0.1111111111111111,0.0,0.0,0.3673469387755102,False
4548,NZ_CP014137_0,0.5,1.0,1.0,0.1304347826086956,False
4549,NZ_CP014137_1,0.05,0.4696323348242064,0.4708632882665985,0.4782608695652174,False
4550,NZ_CP014137_2,0.45,0.0,0.0,0.391304347826087,True
4551,NZ_CP018467_0,0.1,1.0,1.0,0.0,False
4552,NZ_CP018467_1,0.9,0.0,0.0,1.0,True
4553,NZ_CP019903_0,0.1818181818181818,1.0,1.0,0.4444444444444444,False
4554,NZ_CP019903_1,0.8181818181818182,0.0,0.0,0.5555555555555556,True
4555,NC_018101_0,1.0,1.0,1.0,1.0,True
4556,NZ_CP007166_0,0.391304347826087,1.0,1.0,0.0,False
4557,NZ_CP007166_1,0.6086956521739131,0.0,0.0,1.0,True
4558,NC_015677_0,0.0714285714285714,1.0,1.0,1.0,False
4559,NC_015677_1,0.0714285714285714,0.1585752898953826,0.1571938494461978,0.0,False
4560,NC_015677_2,0.0714285714285714,0.7372813404390374,0.7368500122658631,0.0,False
4561,NC_015677_3,0.5,0.4911283121295025,0.4902928530270692,0.0,False
4562,NC_015677_4,0.2857142857142857,0.0,0.0,0.0,False
4563,NZ_LT906463_0,0.7,1.0,1.0,0.2666666666666666,False
4564,NZ_LT906463_1,0.3,0.0,0.0,0.7333333333333333,False
4565,NZ_LM995446_0,1.0,1.0,1.0,1.0,True
4566,NZ_CP005188_0,0.2903225806451613,1.0,1.0,0.0,False
4567,NZ_CP005188_1,0.2903225806451613,0.5188189420120501,0.6728096855318875,0.0,False
4568,NZ_CP005188_2,0.3225806451612903,0.0,0.0,0.0,False
4569,NZ_CP005188_3,0.0967741935483871,0.3985625253806055,0.2200497603335984,1.0,False
4570,NC_015572_0,1.0,1.0,1.0,1.0,True
4571,NZ_CP011025_0,1.0,1.0,1.0,1.0,True
4572,NZ_CP005986_0,0.0833333333333333,1.0,1.0,0.0,False
4573,NZ_CP005986_1,0.0833333333333333,0.8275620325568596,0.8301311192160715,0.125,False
4574,NZ_CP005986_2,0.25,0.0,0.0,0.5,True
4575,NZ_CP005986_3,0.5833333333333334,0.1874527549317755,0.1874527549317755,0.375,False
4576,NZ_CP013679_0,0.2,0.5154095235358078,0.5189828852261134,1.0,False
4577,NZ_CP013679_1,0.0666666666666666,1.0,1.0,0.0,False
4578,NZ_CP013679_2,0.6,0.0162202359568322,0.0197935976471377,0.0,False
4579,NZ_CP013679_3,0.1333333333333333,0.0,0.0,0.0,False
4580,NZ_CP025030_0,0.5,1.0,1.0,0.0769230769230769,False
4581,NZ_CP025030_1,0.5,0.0,0.0,0.9230769230769232,True
4582,NC_017960_0,1.0,1.0,1.0,1.0,True
4583,NZ_CP015908_0,1.0,1.0,1.0,1.0,True
4584,NZ_CP016878_0,0.0555555555555555,1.0,1.0,0.0,False
4585,NZ_CP016878_1,0.0555555555555555,0.6420661523743972,0.6407512656445743,0.375,False
4586,NZ_CP016878_2,0.0555555555555555,0.4050965961442621,0.4050965961442621,0.375,False
4587,NZ_CP016878_3,0.3333333333333333,0.1995168760688412,0.1995168760688412,0.125,False
4588,NZ_CP016878_4,0.5,0.0,0.0,0.125,False
4589,NZ_CP017165_0,0.25,0.3700985380346557,1.0,0.25,False
4590,NZ_CP017165_1,0.3214285714285714,1.0,0.0,0.1666666666666666,False
4591,NZ_CP017165_2,0.4285714285714285,0.0,0.0424508853960058,0.5833333333333334,True
4592,NZ_CP015426_0,0.8181818181818182,1.0,1.0,0.391304347826087,False
4593,NZ_CP015426_1,0.0909090909090909,0.23030443288121,0.23030443288121,0.3043478260869565,True
4594,NZ_CP015426_2,0.0909090909090909,0.0,0.0,0.3043478260869565,False
4595,NZ_CP007744_0,1.0,1.0,1.0,1.0,True
4596,NC_011134_0,1.0,1.0,1.0,1.0,True
4597,NZ_CP023520_0,0.391304347826087,0.0,0.0,0.0,True
4598,NZ_CP023520_1,0.391304347826087,0.0,0.0,0.0,False
4599,NZ_CP023520_2,0.1304347826086956,0.0,0.0,0.0,False
4600,NZ_CP023520_3,0.0434782608695652,0.0,0.0,0.0,False
4601,NZ_CP023520_4,0.0434782608695652,0.0,0.0,0.0,False
4602,NC_013656_0,1.0,1.0,1.0,1.0,True
4603,NZ_CP009896_0,0.2093023255813953,1.0,1.0,0.0,False
4604,NZ_CP009896_1,0.2093023255813953,0.7896105496857672,0.7896105496857672,0.0,False
4605,NZ_CP009896_2,0.0697674418604651,0.749499827889687,0.7481913385672906,0.0,False
4606,NZ_CP009896_3,0.0465116279069767,0.5105686254173112,0.5092601360949147,0.0,False
4607,NZ_CP009896_4,0.0465116279069767,0.1861113741618077,0.1861113741618077,0.0,False
4608,NZ_CP009896_5,0.1162790697674418,0.3786633567373296,0.3786633567373296,0.0,False
4609,NZ_CP009896_6,0.1627906976744186,0.3236376604421356,0.3223291711197392,0.5,False
4610,NZ_CP009896_7,0.1395348837209302,0.0,0.0,0.5,True
4611,NZ_CP009125_0,1.0,1.0,1.0,1.0,True
4612,NZ_CP013090_0,0.1818181818181818,1.0,1.0,0.1111111111111111,False
4613,NZ_CP013090_1,0.2727272727272727,0.5307367820499826,0.5293407132815098,0.2222222222222222,False
4614,NZ_CP013090_2,0.2727272727272727,0.0,0.0,0.6666666666666666,True
4615,NZ_CP013090_3,0.2727272727272727,0.2371984497598256,0.2392049498872893,0.0,False
4616,NC_017595_0,0.1818181818181818,1.0,1.0,0.2857142857142857,False
4617,NC_017595_1,0.8181818181818182,0.0,0.0,0.7142857142857143,True
4618,NC_018590_0,1.0,1.0,1.0,1.0,True
4619,NZ_CP012131_0,0.25,1.0,1.0,0.25,False
4620,NZ_CP012131_1,0.4285714285714285,0.0410276982549552,0.0378647500816726,0.5833333333333334,True
4621,NZ_CP012131_2,0.3214285714285714,0.0,0.0,0.1666666666666666,False
4622,NZ_CP011938_0,1.0,1.0,1.0,1.0,True
4623,NC_014833_0,0.1666666666666666,1.0,1.0,0.2857142857142857,False
4624,NC_014833_1,0.1666666666666666,0.9651510834771824,0.9595899678079408,0.2571428571428571,False
4625,NC_014833_2,0.0555555555555555,0.4162831621109789,0.419646487199824,0.2285714285714285,False
4626,NC_014833_3,0.6111111111111112,0.0,0.0,0.2285714285714285,True
4627,NZ_CP022525_0,0.1,1.0,1.0,0.0833333333333333,False
4628,NZ_CP022525_1,0.45,0.9690681213577336,0.9676357373562248,0.0416666666666666,False
4629,NZ_CP022525_2,0.45,0.0,0.0,0.875,True
4630,NZ_CP009157_0,0.5,1.0,1.0,0.0,False
4631,NZ_CP009157_1,0.5,0.0,0.0,1.0,True
4632,NZ_CP019650_0,1.0,1.0,1.0,1.0,True
4633,NZ_CP013883_0,0.2692307692307692,1.0,1.0,0.2727272727272727,False
4634,NZ_CP013883_1,0.3846153846153846,0.1070582398379196,0.1041291122493141,0.5454545454545454,True
4635,NZ_CP013883_2,0.3461538461538461,0.0,0.0,0.1818181818181818,False
4636,NZ_CP002580_0,1.0,1.0,1.0,1.0,True
4637,NZ_CP013375_0,1.0,1.0,1.0,1.0,True
4638,NZ_CP019508_0,0.0697674418604651,1.0,1.0,0.0,False
4639,NZ_CP019508_1,0.1395348837209302,0.6276022630917225,0.6287965432430288,0.0,False
4640,NZ_CP019508_2,0.0232558139534883,0.7139118739218151,0.7133674696221614,0.0,False
4641,NZ_CP019508_3,0.0232558139534883,0.4323655253745017,0.4331882846209712,0.0,False
4642,NZ_CP019508_4,0.2093023255813953,0.2471370232839195,0.2476073065491629,0.1428571428571428,False
4643,NZ_CP019508_5,0.2093023255813953,0.0868535764061479,0.0851159270809811,0.2857142857142857,False
4644,NZ_CP019508_6,0.2093023255813953,0.269191081157471,0.2678004064618896,0.2857142857142857,False
4645,NZ_CP019508_7,0.1162790697674418,0.0,0.0,0.2857142857142857,False
4646,NZ_CP011100_0,1.0,1.0,1.0,1.0,True
4647,NZ_CP012900_0,1.0,1.0,1.0,1.0,True
4648,NC_002953_0,1.0,1.0,1.0,1.0,True
4649,NZ_CP016342_0,1.0,1.0,1.0,1.0,True
4650,NZ_CP021246_0,0.2941176470588235,1.0,1.0,0.2941176470588235,False
4651,NZ_CP021246_1,0.1176470588235294,0.5932760021668473,0.5932760021668473,0.1176470588235294,False
4652,NZ_CP021246_2,0.0588235294117647,0.504881049115204,0.499738548814253,0.1176470588235294,False
4653,NZ_CP021246_3,0.5294117647058824,0.0,0.0,0.4705882352941176,True
4654,NZ_CP015285_0,0.0434782608695652,1.0,1.0,0.4,False
4655,NZ_CP015285_1,0.0434782608695652,0.6527492814016463,0.6676947227841082,0.4,False
4656,NZ_CP015285_2,0.0869565217391304,0.5271165802389941,0.5044298310697355,0.0,False
4657,NZ_CP015285_3,0.3043478260869565,0.0,0.0,0.0,False
4658,NZ_CP015285_4,0.5217391304347826,0.2523067782473219,0.2414476612959911,0.2,False
4659,NZ_CP015498_0,0.1,1.0,1.0,0.4166666666666667,False
4660,NZ_CP015498_1,0.9,0.0,0.0,0.5833333333333334,True
4661,NZ_CP018038_0,0.2692307692307692,1.0,1.0,0.25,False
4662,NZ_CP018038_1,0.3846153846153846,0.0008965414640639,0.0041766280524764,0.5833333333333334,True
4663,NZ_CP018038_2,0.3461538461538461,0.0,0.0,0.1666666666666666,False
4664,NC_022362_0,0.5,1.0,1.0,0.3846153846153846,False
4665,NC_022362_1,0.5,0.0,0.0,0.6153846153846154,True
4666,NZ_CP012480_0,1.0,1.0,1.0,1.0,True
4667,NZ_CP009110_0,0.6470588235294118,1.0,1.0,0.0,False
4668,NZ_CP009110_1,0.1764705882352941,0.0,0.0,0.5714285714285714,True
4669,NZ_CP009110_2,0.1764705882352941,0.1903388408183462,0.1878759031350358,0.4285714285714285,False
4670,NC_016844_0,0.0909090909090909,1.0,1.0,0.1666666666666666,False
4671,NC_016844_1,0.0909090909090909,0.0,0.0,0.1666666666666666,True
4672,NC_016844_2,0.8181818181818182,0.4791175846065177,0.4830301813893976,0.6666666666666666,False
4673,NZ_CP023349_0,0.1,1.0,1.0,0.2727272727272727,False
4674,NZ_CP023349_1,0.9,0.0,0.0,0.7272727272727273,True
4675,NZ_CP022878_0,0.5625,0.0,0.0,1.0,False
4676,NZ_CP022878_1,0.4375,0.0,0.0,0.0,True
4677,NZ_CP011748_0,0.2592592592592592,1.0,1.0,0.2727272727272727,False
4678,NZ_CP011748_1,0.4074074074074074,0.0,0.0,0.5454545454545454,True
4679,NZ_CP011748_2,0.3333333333333333,0.0751786433961672,0.072133078168703,0.1818181818181818,False
4680,NC_017769_0,0.25,1.0,1.0,0.0,False
4681,NC_017769_1,0.75,0.0,0.0,1.0,True
4682,NC_016783_0,0.0833333333333333,1.0,1.0,0.2608695652173913,False
4683,NC_016783_1,0.1666666666666666,0.598248311827238,0.5890129482293687,0.1739130434782608,False
4684,NC_016783_2,0.75,0.0,0.0,0.5652173913043478,True
4685,NC_015215_0,1.0,1.0,1.0,1.0,True
4686,NZ_CP007133_0,0.4375,1.0,1.0,0.4166666666666667,False
4687,NZ_CP007133_1,0.5625,0.0,0.0,0.5833333333333334,True
4688,NZ_CP007027_0,0.25,1.0,1.0,0.0,False
4689,NZ_CP007027_1,0.75,0.0,0.0,1.0,True
4690,NC_021486_0,1.0,1.0,1.0,1.0,True
4691,NZ_CP014255_0,1.0,1.0,1.0,1.0,True
4692,NC_021026_0,1.0,1.0,1.0,1.0,True
4693,NZ_CP016659_0,0.5,1.0,1.0,0.9,True
4694,NZ_CP016659_1,0.5,0.0,0.0,0.1,False
4695,NZ_CP007443_0,0.0857142857142857,1.0,1.0,0.1724137931034483,False
4696,NZ_CP007443_1,0.0857142857142857,0.8405577860150975,0.8405577860150975,0.0,False
4697,NZ_CP007443_2,0.0285714285714285,0.6240056239706632,0.6240056239706632,0.0,False
4698,NZ_CP007443_3,0.0571428571428571,0.5459503537186522,0.5493670670785117,0.0,False
4699,NZ_CP007443_4,0.0571428571428571,0.4837021071937123,0.4871188205535718,0.0,False
4700,NZ_CP007443_5,0.0571428571428571,0.3410817261583612,0.3444984395182207,0.0689655172413793,False
4701,NZ_CP007443_6,0.0571428571428571,0.366081560803041,0.366081560803041,0.0689655172413793,False
4702,NZ_CP007443_7,0.2571428571428571,0.0,0.0,0.1379310344827586,True
4703,NZ_CP007443_8,0.3142857142857143,0.1955680994626424,0.1989848128225019,0.5517241379310345,False
4704,NZ_CP011740_0,0.25,1.0,1.0,0.25,False
4705,NZ_CP011740_1,0.4285714285714285,0.0440142154020014,0.04074130842592,0.5833333333333334,True
4706,NZ_CP011740_2,0.3214285714285714,0.0,0.0,0.1666666666666666,False
4707,NC_021499_0,0.3333333333333333,1.0,1.0,0.0,False
4708,NC_021499_1,0.6,0.0,0.0,0.86,True
4709,NC_021499_2,0.0666666666666666,0.2911787830286693,0.2921824834915249,0.14,False
4710,NZ_CP012077_0,1.0,1.0,1.0,1.0,True
4711,NZ_CP015412_0,0.1818181818181818,0.0,0.0,0.8888888888888888,True
4712,NZ_CP015412_1,0.8181818181818182,0.0,0.0,0.1111111111111111,False
4713,NC_005957_0,1.0,1.0,1.0,1.0,True
4714,NC_009332_0,0.1,1.0,1.0,0.0,False
4715,NC_009332_1,0.9,0.0,0.0,1.0,True
4716,NZ_CP014957_0,1.0,1.0,1.0,1.0,True
4717,NZ_CP018300_0,1.0,1.0,1.0,1.0,True
4718,NZ_CP009288_0,0.1,1.0,1.0,0.4193548387096774,False
4719,NZ_CP009288_1,0.9,0.0,0.0,0.5806451612903226,True
4720,NZ_CP017844_0,0.25,1.0,1.0,0.2941176470588235,False
4721,NZ_CP017844_1,0.75,0.0,0.0,0.7058823529411765,True
4722,NC_014306_0,0.1,1.0,1.0,0.4545454545454545,False
4723,NC_014306_1,0.9,0.0,0.0,0.5454545454545454,True
4724,NZ_CP020975_0,0.0769230769230769,1.0,1.0,0.0,False
4725,NZ_CP020975_1,0.9230769230769232,0.0,0.0,1.0,False
4726,NZ_LT906474_0,0.1,1.0,1.0,0.2307692307692307,False
4727,NZ_LT906474_1,0.9,0.0,0.0,0.7692307692307693,True
4728,NC_015978_0,0.1,1.0,1.0,0.0,False
4729,NC_015978_1,0.9,0.0,0.0,1.0,True
4730,NZ_CP025036_0,0.375,1.0,1.0,0.3846153846153846,False
4731,NZ_CP025036_1,0.625,0.0,0.0,0.6153846153846154,True
4732,NZ_CP012625_0,0.9090909090909092,0.0,0.0,0.56,True
4733,NZ_CP012625_1,0.0909090909090909,0.0,0.0,0.44,False
4734,NZ_CP023965_0,0.25,1.0,1.0,0.34375,False
4735,NZ_CP023965_1,0.75,0.0,0.0,0.65625,True
4736,NC_017563_0,1.0,1.0,1.0,1.0,True
4737,NZ_CP011359_0,1.0,1.0,1.0,1.0,True
4738,NC_012470_0,1.0,1.0,1.0,1.0,True
4739,NZ_CP015081_0,0.2571428571428571,1.0,1.0,0.0,False
4740,NZ_CP015081_1,0.2571428571428571,0.7444970421010494,0.7436685713249016,0.0,False
4741,NZ_CP015081_2,0.0285714285714285,0.559954889677808,0.5585280392135842,0.0,False
4742,NZ_CP015081_3,0.1142857142857142,0.5326684054306646,0.5343955878120565,0.0,False
4743,NZ_CP015081_4,0.0857142857142857,0.0,0.0,0.0,False
4744,NZ_CP015081_5,0.0571428571428571,0.2318183947860095,0.2325700681405296,0.0,False
4745,NZ_CP015081_6,0.2,0.1617288892651735,0.1590107871991793,1.0,False
4746,NZ_CP023147_0,0.1428571428571428,1.0,1.0,0.0,False
4747,NZ_CP023147_1,0.7142857142857143,0.7364913247465088,0.7361033979254314,0.0,False
4748,NZ_CP023147_2,0.0714285714285714,0.0,0.0,0.75,True
4749,NZ_CP023147_3,0.0714285714285714,0.3364090915590029,0.3369043394264382,0.25,False
4750,NZ_CP010177_0,0.0909090909090909,1.0,1.0,0.2272727272727272,False
4751,NZ_CP010177_1,0.0909090909090909,0.0,0.0,0.6363636363636364,True
4752,NZ_CP010177_2,0.8181818181818182,0.5658741001548231,0.5658741001548231,0.1363636363636363,False
4753,NZ_CP007630_0,0.1,0.0,0.0,1.0,False
4754,NZ_CP007630_1,0.9,0.0,0.0,0.0,True
4755,NZ_CP021140_0,0.4117647058823529,1.0,1.0,0.0,False
4756,NZ_CP021140_1,0.5882352941176471,0.0,0.0,1.0,True
4757,NC_008253_0,0.1,1.0,1.0,0.4285714285714285,False
4758,NC_008253_1,0.9,0.0,0.0,0.5714285714285714,True
4759,NZ_CP012145_0,0.6923076923076923,1.0,1.0,0.1666666666666666,False
4760,NZ_CP012145_1,0.1538461538461538,0.0,0.0,0.8333333333333334,True
4761,NZ_CP012145_2,0.1538461538461538,0.1379591764926656,0.1354410501923235,0.0,False
4762,NZ_CP019969_0,0.9,0.0,1.0,1.0,True
4763,NZ_CP019969_1,0.1,1.0,0.0,0.0,False
4764,NZ_AP018203_0,0.25,0.0,0.0,0.1842105263157894,False
4765,NZ_AP018203_1,0.25,0.0,0.0,0.1842105263157894,False
4766,NZ_AP018203_2,0.1944444444444444,0.0,0.0,0.2368421052631578,False
4767,NZ_AP018203_3,0.1388888888888889,0.0,0.0,0.1578947368421052,False
4768,NZ_AP018203_4,0.1388888888888889,0.0,0.0,0.1578947368421052,False
