RefSeq,D_idx,Distance_bp,Distance_pc
NZ_CP022096,0,28652,1
NZ_CP022096,1,26813,1
NC_021184,0,532,0
NC_023149,0,18819,0
NZ_CP021528,0,2842,0
NZ_CP021528,1,1134,0
NC_012442,0,147289,12
NZ_CP008860,0,18819,0
NC_017093,0,18630,0
NC_011884,0,25798,0
NZ_CP024843,0,6433,0
NZ_CP024843,1,4882,0
NC_007332,0,8286,0
NC_011026,0,19295,0
NC_007799,0,11163,0
NC_012489,0,1956,0
NC_012489,1,268,0
NC_014632,0,2765,0
NC_012125,0,2685,0
NC_021846,0,153,0
NC_007335,0,523717,28
NC_009454,0,780,0
NC_009445,0,80525,1
NZ_CP007632,0,1409,0
NZ_LT906438,0,2325,0
NZ_LT906438,1,577,0
NC_022648,0,2354,0
NC_014800,0,22698,3
NC_016945,0,2134,0
NC_010120,0,31502,1
NZ_AP014723,0,603,0
NC_004337,0,113419,2
NC_017506,0,18199,0
NC_022905,0,2206,0
NC_022538,0,7306,0
NC_009465,0,1396,0
NZ_CP024123,0,2817,0
NZ_CP024123,1,4680,0
NC_008509,0,1361,0
NC_014355,0,3409,0
NZ_CP021903,0,3330,0
NZ_CP021903,1,1582,0
NC_008347,0,95549,2
NC_008511,0,1361,0
NC_017300,0,2966,0
NC_004603,0,254,0
NC_009079,0,6874,0
NC_022760,0,452858,37
NC_019703,0,4736,0
NZ_CP025442,0,936,0
NZ_CP025442,1,2640,0
NZ_CP008858,0,18294,0
NC_008340,0,14042,0
NZ_AP013356,0,36639,2
NZ_AP013356,1,38203,2
NC_007798,0,4162,0
NC_011312,0,33577,1
NC_009085,0,9012,0
NC_017098,0,8291,0
NZ_CP025047,0,21156,0
NZ_CP025047,1,22926,0
NZ_LT960781,0,1056,0
NZ_LT960781,1,664,0
NC_017044,0,8007,0
NC_014614,0,14669,0
NC_012583,0,1994,0
NZ_LN831036,0,14019,0
NZ_LN831036,1,12155,0
NC_005955,0,11792,0
NC_004545,0,1707,0
NC_007406,0,214593,6
NC_016446,0,273962,26
NC_021733,0,9133,0
NZ_CP024545,0,1445,0
NC_018937,0,36676,2
NC_018937,1,38202,2
NC_009783,0,30729,0
NC_007899,0,7615,0
NC_019936,0,16952,0
NZ_CP024050,0,1509,0
NZ_CP024050,1,3060,0
NC_008750,0,10826,0
NC_009342,0,9359,0
NC_007912,0,8577,0
NC_021659,0,1358,0
NZ_CP022413,0,6451,0
NZ_CP022413,1,4575,0
NC_017926,0,6914,0
NC_017926,1,5361,0
NZ_CP023500,0,10614,0
NZ_CP023500,1,12480,0
NC_007348,0,21133,0
NZ_CP008920,0,16859,0
NZ_CP022556,0,4083,0
NZ_CP022556,1,2340,0
NC_016589,0,31983,1
NC_018013,0,58219,1
NC_014623,0,162901,1
NZ_LN831034,0,5018,0
NZ_LN831034,1,3470,0
NC_018416,0,66451,39
NC_013457,0,18220,0
NC_021172,0,407262,10
NC_011415,0,1655,0
NZ_CP010435,0,36652,2
NZ_CP010435,1,38216,2
NC_015160,0,1136806,25
NC_022566,0,1456,0
NC_002755,0,2091,0
NC_011662,0,15559,0
NZ_CP018014,0,53305,1
NZ_CP018014,1,55462,1
NC_015136,0,12670,0
NC_009708,0,2831,0
NC_015856,0,73388,1
AC_000091,0,1659,0
NC_018708,0,46831,0
NC_017584,0,92228,2
NZ_CP022054,0,1315,0
NZ_CP022054,1,1038,0
NZ_LT960777,0,70,0
NZ_LT960777,1,1650,0
NC_008345,0,10909,0
NZ_AP013035,0,314,0
NZ_CP024797,0,4035,0
NZ_CP024797,1,2421,0
NC_013037,0,23329,0
NZ_CP025046,0,21217,0
NZ_CP025046,1,22987,0
NC_017571,0,12581,0
NC_017909,0,32751,1
NC_014931,0,93941,1
NC_011001,0,300,0
NC_007482,0,23056,3
NC_004578,0,12893,0
NC_008061,0,335484,12
NZ_AP014622,0,25918,0
NC_011770,0,6615,0
NZ_LT906436,0,904,0
NZ_LT906436,1,2608,0
NC_009802,0,23715,1
NC_011186,0,2327,0
NZ_CP008868,0,18807,0
NC_007354,0,108,0
NC_004460,0,7448,0
NC_019892,0,187174,1
NC_018080,0,19008,0
NC_010167,0,9105,0
NC_009675,0,33811,0
NZ_AP013355,0,36639,2
NZ_AP013355,1,38203,2
NC_008787,0,6630,0
NC_007802,0,58469,1
NC_017550,0,3576,0
NC_015656,0,34388,0
NC_020126,0,13072,0
NC_017192,0,75723,2
NZ_CP012745,0,12340,0
NC_002947,0,7976,0
NZ_CP009284,0,1910,0
NZ_CP023139,0,2735,0
NZ_CP023139,1,1044,0
NC_021237,0,28106,0
NC_022514,0,2863,0
NC_012668,0,8708,0
NZ_CP025440,0,1046,0
NZ_CP025440,1,2750,0
NC_005956,0,178,0
NZ_AP012541,0,708,0
NC_007484,0,1906,0
NC_012982,0,159,0
NC_008577,0,3322,0
NC_009976,0,190,0
NC_004917,0,24709,1
NC_022998,0,1395,0
NC_004631,0,2688,0
NC_017538,0,163660,4
NC_011027,0,22943,1
NC_011027,1,21005,0
NC_017050,0,9190,0
NZ_CP009054,0,7095,0
NZ_CP023497,0,12377,0
NZ_CP023497,1,10562,0
NZ_CP008870,0,18815,0
NC_017252,0,3708,0
NC_015633,0,28181,0
NZ_CP017237,0,2740,0
NZ_CP017237,1,4237,0
NC_007946,0,1663,0
NC_014802,0,7740,0
NC_007925,0,326316,5
NC_022906,0,1581,0
NZ_CP022046,0,113258,4
NZ_CP022046,1,114957,4
NC_014935,0,3761,0
NC_016857,0,2683,0
NC_022370,0,1655,0
NZ_CP021892,0,3320,0
NZ_CP021892,1,1573,0
NC_022528,0,4246,0
NC_008062,0,2123,0
NC_017644,0,1664,0
NZ_CP023074,0,1870,0
NZ_CP023074,1,3548,0
NC_016902,0,74929,1
NZ_CP022392,0,53888,2
NZ_CP022392,1,55438,2
NC_018679,0,13907,0
NC_014506,0,478,0
NC_018409,0,108438,11
NC_008463,0,5509,0
NC_013851,0,143424,4
NC_016795,0,1686,0
NZ_CP009631,0,48004,1
NZ_CP009631,1,46117,1
NC_014540,0,29754,1
NC_002937,0,26879,0
NC_013654,0,1663,0
NC_018290,0,13695,0
NC_011740,0,2353,0
NC_014655,0,7539,0
NC_023018,0,2314487,42
NC_000913,0,3634,0
NZ_CP024035,0,2462,0
NZ_CP024035,1,649,0
NC_014933,0,36125,0
NC_008369,0,100629,5
NC_014909,0,11467,1
NZ_CP024655,0,167083,3
NZ_CP024655,1,168795,3
NZ_LN774769,0,870,0
NZ_LN774769,1,2508,0
NC_017638,0,1657,0
NZ_CP019412,0,3000,0
NC_015174,0,1410381,23
NC_017365,0,8570,0
NC_017365,1,7016,0
NC_019970,0,15722,0
NC_014118,0,5618,0
NC_008789,0,1319096,49
NZ_CP025045,0,21146,0
NZ_CP025045,1,22916,0
NC_009439,0,19340,0
NZ_CP023483,0,583,0
NZ_CP023483,1,2373,0
NC_011744,0,10317,0
NC_009832,0,2936,0
NC_021991,0,1918,0
NC_016050,0,433102,33
NZ_CP022547,0,732,0
NZ_CP022547,1,829,0
NC_016803,0,1331201,34
NC_011983,0,27192,1
NC_005061,0,2667,0
NZ_AP013354,0,36652,2
NZ_AP013354,1,38216,2
NC_009012,0,6144,0
NZ_LT854705,0,2309,0
NZ_LT854705,1,4081,0
NC_019966,0,56419,0
NC_015578,0,3410,0
NC_014394,0,905,0
NC_018027,0,1652,0
NC_018027,1,436,0
NC_011586,0,9123,0
NZ_CP007757,0,39768,0
NC_014966,0,1848,0
NC_007384,0,147156,3
NC_022664,0,12256,0
NC_009481,0,4431,0
NC_018529,0,6496,0
NC_018498,0,603,0
NC_020064,0,22495,0
NZ_CP025438,0,1053,0
NZ_CP025438,1,2757,0
NC_009338,0,8515,0
NC_009338,1,6453,0
NC_015761,0,2473,0
NC_009828,0,26421,1
NC_021721,0,247,0
NC_011145,0,14368,0
NC_006138,0,8720,0
NC_007947,0,812,0
NC_009080,0,588785,16
NZ_CP023052,0,905,0
NZ_CP023052,1,2609,0
NZ_CP022544,0,11448,0
NZ_CP022544,1,13437,0
NC_000853,0,823710,44
NZ_CP022039,0,17028,0
NZ_CP022039,1,14799,0
NC_021286,0,9955,0
NC_018632,0,13521,0
NC_019950,0,3,0
NC_008563,0,1663,0
NC_014666,0,7685,0
NC_007498,0,117,0
NC_015566,0,1030,0
NC_005126,0,85384,1
NC_010087,0,776,0
NC_017449,0,4737,0
NC_002505,0,233,0
NC_010577,0,8155,0
NC_021884,0,13326,0
NC_017305,0,585,0
NC_010336,0,10969,0
NZ_LT799839,0,12363,0
NZ_LT799839,1,14119,0
NC_017362,0,41519,2
NC_017362,1,43073,2
NC_014371,0,135053,9
NZ_CP009042,0,7456,0
NZ_CP023637,0,2098,0
NZ_CP023970,0,9484,0
NZ_CP023970,1,11320,0
NZ_CP025044,0,26428,0
NZ_CP025044,1,28198,0
NC_004757,0,26289,0
NC_017051,0,9193,0
NC_013941,0,1655,0
NZ_CP021889,0,3604,0
NZ_CP021889,1,1857,0
NZ_CP007521,0,14807,1
NZ_CP023481,0,41543,0
NZ_CP023481,1,43287,0
NC_017596,0,1237,0
NC_018018,0,952828,19
NC_021833,0,3952,0
NC_015681,0,1062769,45
NC_014831,0,4558,0
NZ_LN680001,0,3140,0
NZ_LN680001,1,1393,0
NC_022911,0,51750,3
NC_022911,1,53308,3
NC_015318,0,354,0
NC_021820,0,2679,0
NC_021715,0,149771,2
NC_011528,0,40480,1
NZ_CP008820,0,144009,5
NC_008508,0,42537,1
NC_017986,0,5824,0
NC_009655,0,1613,0
NZ_CP022373,0,2836,0
NZ_CP022373,1,1127,0
NZ_CP009261,0,2663,0
NC_010740,0,3660,0
NC_004463,0,63871,0
NC_018177,0,11796,0
NC_009656,0,20888,0
NZ_CP008856,0,18726,0
NC_021176,0,2687,0
NC_012108,0,651,0
NC_008700,0,1697,0
NC_014733,0,514,0
NC_005090,0,3952,0
NC_017764,0,422815,17
NC_014834,0,363257,6
NC_002944,0,2367,0
NC_017301,0,8410,0
NC_021847,0,1882,0
NC_017535,0,2579,0
NZ_CP009343,0,10983,0
NC_009485,0,144166,1
NC_008228,0,3155,0
NC_020300,0,3773,0
NC_017631,0,55330,1
NC_021252,0,130237,1
NZ_CP022537,0,943,0
NZ_CP022537,1,599,0
NC_010161,0,11217,0
NC_021052,0,210,0
NZ_AP014628,0,30188,0
NZ_AP014862,0,20386,0
NC_005139,0,895,0
NC_008048,0,67051,2
NC_017625,0,58793,1
NC_005363,0,2451,0
NC_008528,0,18529,1
NC_008528,1,16866,0
NC_007508,0,41048,0
NZ_CP025400,0,741,0
NZ_CP025400,1,2301,0
NZ_CP017019,0,5781,0
NZ_CP017019,1,4284,0
NC_018140,0,470,0
NC_011834,0,5109,0
NZ_AP017302,0,42229,0
NC_013961,0,2784,0
NC_017531,0,2490,0
NC_017477,0,876,0
NC_017082,0,137466,1
NC_012796,0,1813506,34
NC_012796,1,1815533,34
NC_007948,0,22238,0
NC_017215,0,3783,0
NC_017215,1,1583,0
NC_016147,0,80724,2
NZ_CP007560,0,6294,0
NZ_CP009574,0,10105,0
NZ_CP009682,0,12534,0
NC_009052,0,5012,0
NC_014034,0,31195,0
NC_017664,0,1663,0
NC_013501,0,41,0
NC_021712,0,9476,0
NC_005362,0,19245,0
NC_007951,0,50912,1
NZ_CP023050,0,904,0
NZ_CP023050,1,2608,0
NZ_AP018052,0,22479,0
NZ_CP007620,0,86332,1
NC_002655,0,1663,0
NC_021917,0,140,0
NC_013524,0,497541,39
NZ_CP009496,0,468,0
NZ_CP009496,1,1600,0
NC_014032,0,4183,0
NC_008570,0,18192,0
NC_009665,0,8314,0
NC_009943,0,102720,2
NZ_CP008706,0,76,0
NC_008510,0,138047,3
NC_016816,0,2485,0
NC_020133,0,115629,1
NC_017053,0,4951,0
NC_017053,1,3403,0
NC_017562,0,52475,2
NC_019048,0,10664,0
NC_019048,1,1411,0
NC_014974,0,4165,0
NC_021902,0,2257,0
NC_017910,0,31468,0
NC_016590,0,7611,0
NC_014650,0,1571,0
NC_023075,0,26735,0
NC_014541,0,3672,0
NZ_CP023966,0,89211,3
NZ_CP023966,1,91089,3
NZ_CP022020,0,904,0
NZ_CP022020,1,2608,0
NZ_AP017935,0,2373,0
NC_011985,0,7958,0
NZ_CP024647,0,3324,0
NZ_CP024647,1,1582,0
NC_017831,0,87093,2
NC_017652,0,1664,0
NC_013943,0,40869,1
NC_017146,0,6166,0
NZ_CP022354,0,5326,0
NZ_CP022354,1,3777,0
NC_017920,0,38321,1
NC_006300,0,41502,1
NC_020285,0,8011,0
NC_023135,0,53730,1
NC_013592,0,19063,0
NC_002945,0,2090,0
NC_022907,0,1989,0
NC_009848,0,8897,0
NC_017287,0,54,0
NZ_CP021874,0,18985,0
NZ_CP021874,1,17230,0
NC_010067,0,2521,0
NC_013861,0,495,0
NC_019905,0,61352,1
NC_018866,0,7786,0
NC_016915,0,6980,0
NZ_CP007659,0,894,0
NZ_CP007659,1,971,0
NC_013166,0,2722,0
NC_008146,0,44968,0
NC_012969,0,591,0
NZ_CP016818,0,162311,3
NZ_CP016818,1,164402,3
NC_018706,0,6415,0
NC_013416,0,210846,10
NZ_LN649259,0,3140,0
NZ_LN649259,1,1393,0
NZ_AP014651,0,19888,0
NZ_CP025399,0,819,0
NZ_CP025399,1,741,0
NC_017548,0,1651,0
NZ_CP022531,0,2334,0
NZ_CP022531,1,4077,0
NC_003295,0,30806,0
NC_008253,0,1663,0
NC_016512,0,4187,0
NC_012034,0,2983,0
NC_014221,0,10831,0
NC_016811,0,459,0
NC_017956,0,134901,3
NC_015723,0,11855,0
NC_011753,0,7487,0
NZ_CP011412,0,6360,0
NC_011761,0,5404,0
NC_009457,0,1581,0
NC_018645,0,87998,1
NC_013204,0,5167,0
NC_021834,0,10938,0
NC_008542,0,46923,1
NC_009720,0,2040810,38
NC_018627,0,1339,0
NZ_CP023859,0,2422,0
NZ_CP023859,1,4165,0
NC_013517,0,12868,0
NC_017904,0,33650,0
NC_017660,0,1663,0
NZ_CP001973,0,343,0
NC_020541,0,6731,0
NZ_AP012273,0,162,0
NC_008525,0,1661,0
NZ_CP013231,0,19472,0
NZ_CP013231,1,17606,0
NC_021291,0,2605,0
NC_012214,0,38769,0
NC_022439,0,157,0
NC_009778,0,18839,0
NC_023061,0,29208,0
NC_016842,0,1075,0
NZ_CP025395,0,17598,0
NZ_CP025395,1,15732,0
NC_011353,0,1655,0
NC_009434,0,91,0
NC_020163,0,1661,0
NC_007517,0,7477,0
NC_007517,1,9081,0
NC_014319,0,115,0
NC_018621,0,115,0
NC_009089,0,25268,0
NC_007952,0,12473,0
NC_022594,0,18819,0
NC_009839,0,9396,0
NZ_CP008864,0,6532,0
NC_015385,0,24624,0
NC_022000,0,85521,2
NC_019391,0,1339,0
NC_022780,0,1664,0
NZ_CP023011,0,7785,0
NZ_CP023011,1,6090,0
NC_016048,0,6430,0
NC_022964,0,21872,1
NZ_CP009287,0,1830,0
NZ_CP023431,0,2334,0
NZ_CP023431,1,4077,0
NC_021284,0,14580,1
NZ_CP007634,0,8669,0
NC_021814,0,2679,0
NZ_AP017973,0,4962,0
NZ_CP009436,0,10989,0
NC_017554,0,2485,0
NC_017108,0,6166,0
NC_017289,0,114,0
NC_010611,0,2208,0
NC_017634,0,1664,0
NC_021577,0,18420,0
NC_007969,0,912,0
NC_014970,0,1850,0
NZ_CP007511,0,14060,0
NC_015734,0,2430,0
NZ_CP008866,0,18589,0
NC_017528,0,99,0
NC_014377,0,10245,0
NC_015563,0,27644,0
NZ_CP021870,0,1998,0
NZ_CP021870,1,460,0
NC_015858,0,7139,0
NC_004547,0,3133,0
NC_015576,0,28,0
NZ_CP022524,0,2600,0
NZ_CP022524,1,831,0
NC_014119,0,4932,0
NZ_AP013353,0,8883,1
NC_023001,0,14057,1
NZ_LN626917,0,18938,0
NZ_LN626917,1,20914,0
NZ_CP009495,0,468,0
NZ_CP009495,1,1600,0
NZ_CP014024,0,61455,1
NZ_AP014808,0,1709,0
NC_010554,0,88912,2
NC_010552,0,5883,0
NC_010322,0,26699,0
NZ_CP023638,0,2090,0
NC_012781,0,121,0
NC_017574,0,28792,0
NZ_CP022345,0,2780,0
NZ_CP022345,1,4492,0
NZ_CP011797,0,8039,0
NC_017245,0,147304,12
NC_015470,0,114,0
NC_017162,0,9131,0
NZ_CP023410,0,4244,0
NZ_CP023410,1,2208,0
NZ_CP006711,0,39766,1
NC_012039,0,3913,0
NC_019903,0,122,0
NC_008529,0,18,0
NC_013216,0,1638,0
NC_015738,0,2744,0
NC_018829,0,4011,0
NC_015713,0,4449,0
NC_013730,0,8507,0
NZ_CP011494,0,12490,0
NC_021505,0,13460,0
NC_016514,0,1278,0
NZ_CP009914,0,5380,0
NC_015214,0,1281,0
NC_009725,0,3938,0
NC_015580,0,14406,0
NZ_CP025341,0,4078,0
NZ_CP025341,1,2336,0
NC_010508,0,46916,1
NZ_CP016827,0,9039,0
NC_005773,0,74284,1
NZ_CP020450,0,785,0
NZ_CP009716,0,562,0
NC_010169,0,180077,9
NC_010677,0,24985,1
NC_016943,0,10008,0
NC_010498,0,1663,0
NC_020796,0,1906,0
NC_014147,0,676,0
NC_010506,0,26136,0
NZ_CP008742,0,57068,0
NC_011993,0,1663,0
NC_009092,0,16310,0
NC_008543,0,533,0
NC_017530,0,51716,0
NC_021150,0,17952,0
NZ_CP022488,0,4794,0
NZ_CP022488,1,6499,0
NC_017307,0,47969,2
NC_017270,0,421,0
NZ_CP016916,0,4393,0
NZ_CP016916,1,2715,0
NC_015976,0,31680,0
NC_016843,0,1092,0
NC_015519,0,4694,0
NC_022583,0,32,0
NC_015732,0,289,0
NZ_CP006018,0,1398,0
NC_017735,0,2461,0
NZ_CP014215,0,9127,0
NC_017067,0,1174,0
NC_015137,0,5914,0
NZ_CP006715,0,22594,0
NC_013385,0,1167,0
NC_004552,0,136,0
NC_014532,0,21614,0
NZ_CP021869,0,5229,0
NZ_CP021869,1,6772,0
NC_011083,0,2676,0
NC_015061,0,23349,0
NC_008530,0,141,0
NC_010943,0,35032,0
NC_017731,0,61413,1
NZ_CP014161,0,46012,2
NZ_CP007275,0,1663,0
NZ_CP009534,0,5869,0
NC_014318,0,66055,0
NC_015222,0,17516,0
NC_015966,0,10486,0
NZ_CP010811,0,8715,0
NC_014098,0,2902,0
NZ_CP023001,0,4143,0
NZ_CP023001,1,2431,0
NC_015696,0,41160,2
NZ_CP010359,0,36692,0
NC_019393,0,11591,0
NC_002570,0,1782,0
NC_002570,1,50,0
NC_020515,0,2625,0
NC_010338,0,14348,0
NC_018622,0,114,0
NC_004605,0,404,0
NC_020802,0,21669,0
NZ_CP011516,0,22791,0
NC_016845,0,2055,0
NC_011294,0,2691,0
NZ_CP022341,0,3337,0
NZ_CP022341,1,1595,0
NC_019395,0,96456,2
NC_019395,1,94220,2
NZ_CP023772,0,1104,0
NZ_CP023772,1,2813,0
NC_017030,0,5380,0
NC_008531,0,2370,0
NC_010655,0,1012,0
NZ_CP016635,0,12995,0
NC_015388,0,630026,19
NZ_CP010051,0,39263,1
NZ_CP003949,0,21235,0
NC_017279,0,7661,0
NC_015436,0,2131,0
NC_015499,0,302,0
NC_018709,0,8344,0
NC_018522,0,16513,0
NC_008544,0,2123,0
NC_023036,0,12410,0
NC_012580,0,1235,0
NC_022653,0,4079,0
NC_010102,0,2683,0
NZ_CP010896,0,7154,0
NZ_CP025491,0,1554103,35
NZ_CP012802,0,1663,0
NC_011295,0,41284,2
NC_022224,0,9501,0
NC_021499,0,54284,0
NZ_AP014646,0,25893,0
NZ_CP009500,0,562,0
NC_013260,0,25005,0
NZ_CP013237,0,1170,0
NZ_CP013237,1,367,0
NC_015684,0,129856,3
NC_022738,0,21550,0
NZ_LN999844,0,237,0
NC_013504,0,13290,0
NZ_CP011584,0,1368,0
NC_021173,0,31573,0
NC_022347,0,1760,0
NC_017268,0,1075,0
NZ_LN831024,0,18846,0
NZ_CP007030,0,2945,0
NC_008800,0,13316,0
NC_010410,0,10629,0
NC_021726,0,9121,0
NC_013895,0,97036,5
NC_021744,0,1943,0
NC_023032,0,63430,1
NC_008209,0,301679,7
NZ_CP009583,0,562,0
NC_015913,0,2108,0
NC_010163,0,45,0
NC_020301,0,231,0
NZ_CP022340,0,4949,0
NZ_CP022340,1,3247,0
NZ_CP012503,0,600,0
NZ_AP012544,0,6128,0
NZ_CP010450,0,2810,0
NC_022075,0,1784,0
NC_012892,0,52434,1
NZ_CP007312,0,2690,0
NC_020209,0,58074,1
NZ_CP021868,0,12472,0
NZ_CP021868,1,14015,0
NZ_AP014940,0,26941,0
NZ_CP015495,0,204,0
NZ_CP015495,1,2320,0
NZ_CP011388,0,599347,11
NZ_CP008953,0,106968,1
NC_022132,0,615,0
NC_020911,0,45729,0
NC_008095,0,5357,0
NZ_CP014143,0,13078,0
NZ_CP020100,0,8639,0
NZ_CP009256,0,9137,0
NC_012857,0,464187,35
NC_019425,0,6540,0
NC_019425,1,4565,0
NZ_CP017054,0,61436,1
NC_023065,0,990426,22
NC_018650,0,31122,0
NC_014828,0,979,0
NZ_CP009467,0,57584,1
NC_020833,0,451465,16
NZ_CP007283,0,2691,0
NC_012667,0,1239,0
NZ_CP011507,0,5256,0
NC_010741,0,1092,0
NC_018418,0,60848,38
NZ_CP020584,0,9130,0
NZ_CP006030,0,1364,0
NZ_CP017099,0,20034,0
NZ_CP009111,0,21039,0
NZ_CP012930,0,2685,0
NZ_CP008871,0,18821,0
NC_020418,0,34146,0
NZ_CP007147,0,18822,0
NZ_CP021138,0,37887,1
NZ_CP011281,0,4351,0
NZ_CP012869,0,1666,0
NZ_CP021867,0,12475,0
NZ_CP021867,1,14013,0
NC_018623,0,114,0
NZ_CP014256,0,287,0
NC_016831,0,2682,0
NC_019971,0,367,0
NC_017290,0,114,0
NC_010337,0,19035,0
NZ_CP022983,0,3148,0
NZ_CP022983,1,5098,0
NZ_CP011775,0,5522,0
NZ_LT594095,0,9124,0
NC_010546,0,502159,10
NC_017579,0,1876,0
NC_015152,0,36795,1
NZ_CP011828,0,105854,4
NC_015556,0,4908,0
NZ_CP010019,0,40183,1
NC_014207,0,1784,0
NC_012731,0,2700,0
NZ_AP017936,0,2370,0
NC_018405,0,59089,1
NZ_CP011657,0,1789,0
NZ_CP007476,0,6796,0
NZ_CP012700,0,43611,0
NC_008554,0,1408043,28
NZ_CP012914,0,79406,2
NZ_CP010423,0,91738,2
NZ_CP002082,0,476,0
NZ_CP013239,0,407680,10
NZ_CP013239,1,405939,10
NZ_CP011381,0,9162,0
NC_004741,0,115379,2
NC_016631,0,171444,2
NZ_CP014528,0,71,0
NZ_CP009764,0,3069,0
NC_015431,0,24023,2
NC_014761,0,118729,5
NC_016863,0,2685,0
NC_015737,0,13928,0
NC_011742,0,1663,0
NZ_AP013357,0,10256,0
NC_010803,0,3476,0
NC_010557,0,1822,0
NC_013739,0,273672,4
NZ_CP016870,0,475,0
NC_009800,0,1655,0
NZ_CP011854,0,39,0
NC_021984,0,2618,0
NZ_CP011217,0,771,0
NZ_CP014322,0,59500,1
NZ_CP010779,0,9229,0
NC_022353,0,8530,0
NC_017111,0,6161,0
NZ_CP011419,0,8957,0
NC_017150,0,6153,0
NC_016844,0,1088,0
NC_014225,0,41829,1
NZ_CP009531,0,5078,0
NZ_CP007715,0,2160,0
NZ_CP009826,0,35485,1
NZ_CP013029,0,1666,0
NZ_CP010377,0,28215,0
NC_011374,0,82477,9
NC_014259,0,39,0
NZ_CP013068,0,432784,8
NC_013440,0,5033,0
NZ_CP014665,0,2687,0
NC_015731,0,11077,0
NZ_CP016796,0,4901,0
NZ_CP020591,0,9134,0
NC_011748,0,1661,0
NZ_CP017650,0,5841,0
NZ_CP009415,0,9276,0
NZ_CP011618,0,2367,0
NZ_CP007506,0,13564,0
NZ_CP013467,0,26645,0
NZ_CP013467,1,33827,0
NC_014008,0,113,0
NZ_CP012418,0,190,0
NC_011149,0,2683,0
NZ_CP011913,0,562,0
NC_016516,0,4186,0
NZ_LN865143,0,8747,0
NZ_CP010945,0,13935,0
NC_012779,0,21340,0
NZ_CP009353,0,47929,2
NZ_CP014540,0,71,0
NZ_CP016896,0,16379,0
NZ_CP014948,0,18820,0
NZ_CP010242,0,1657,0
NC_012691,0,3940,0
NC_012587,0,8418,0
NC_014152,0,14,0
NZ_CP009440,0,32125,1
NZ_CP022930,0,8917,0
NZ_CP022930,1,10612,0
NZ_CP014944,0,10870,0
NC_010676,0,9865,0
NZ_CP014610,0,2337,0
NC_012997,0,3976,0
NC_023019,0,19921,0
NC_015500,0,19359,0
NZ_LT899687,0,4466,0
NC_012582,0,47060,1
NZ_HG916826,0,40325,0
NZ_CP007012,0,17598,0
NC_016010,0,45947,0
NC_020248,0,114,0
NZ_CP011307,0,10308,0
NC_015387,0,590,0
NZ_CP014223,0,906,0
NC_018521,0,8486,0
NZ_CP008873,0,2683,0
NZ_CP012269,0,1605,0
NC_016948,0,34013,0
NZ_CP014693,0,22277,0
NC_020307,0,2693,0
NZ_CP021652,0,20488,0
NZ_CP006842,0,5686,0
NC_017641,0,51649,0
NZ_CP010191,0,1660,0
NC_018700,0,11081,0
NC_016633,0,17675,0
NZ_CP006712,0,3560,0
NC_020521,0,319,0
NZ_CP007567,0,4127,0
NC_015153,0,3228,0
NZ_CP009607,0,49503,2
NC_016848,0,1075,0
NZ_CP010439,0,58794,1
NC_017280,0,9390,0
NZ_CP014971,0,2502,0
NC_016906,0,21406,0
NC_017646,0,1147,0
NZ_CP012354,0,4230,0
NZ_LN681225,0,8466,0
NZ_CP011269,0,5608,0
NZ_CP014196,0,2757,0
NC_018868,0,10833,0
NZ_CP017154,0,1633,0
NZ_CP017692,0,4241,0
NZ_CP017460,0,10849,0
NZ_CP008823,0,25067,0
NZ_CP008869,0,1644,0
NC_015714,0,1088,0
NZ_CP012985,0,2685,0
NC_011963,0,30705,0
NC_010465,0,1491,0
NZ_CP007288,0,2683,0
NC_017921,0,748,0
NZ_LT673656,0,9094,0
NC_013921,0,1623,0
NZ_CP010315,0,1664,0
NC_018495,0,603,0
NZ_LN847264,0,1207,0
NZ_CP007496,0,6666,0
NZ_CP002697,0,7975,1
NC_018266,0,66167,0
NC_015757,0,47,0
NC_016946,0,35193,0
NZ_CP013233,0,60115,1
NC_010644,0,3411,0
NC_017845,0,16584,0
NZ_CP010947,0,9425,0
NC_013421,0,38150,0
NC_012947,0,27149,0
NZ_AP017469,0,14775,0
NZ_CP010536,0,5151,0
NZ_CP012179,0,4471,0
NC_015554,0,4834,0
NC_010528,0,28179,0
NZ_AP014924,0,46,0
NZ_FO203512,0,2370,0
NZ_CP021426,0,330,0
NZ_CP012808,0,7712,0
NC_015660,0,1571,0
NC_017265,0,2869,0
NZ_LT632615,0,261,0
NZ_CP020557,0,10588,0
NC_016613,0,1094,0
NZ_CP010442,0,51543,1
NZ_CP011374,0,24776,1
NZ_CP021782,0,9116,0
NC_017906,0,1664,0
NC_018142,0,12995,0
NC_010717,0,101052,1
NC_010475,0,1346297,44
NC_014323,0,67451,1
NZ_CP002190,0,765,0
NC_017450,0,5459,0
NZ_CP007584,0,1797,0
NZ_CP012529,0,15206,0
NC_021350,0,316,0
NC_022268,0,2111,0
NZ_CP020704,0,19573,0
NC_015437,0,4947,0
NZ_LN870292,0,1655,0
NZ_CP016756,0,42514,0
NZ_CP007272,0,2691,0
NZ_CP010206,0,1666,0
NZ_CP012505,0,31110,2
NZ_CP011460,0,3038,0
NC_014958,0,215203,6
NC_013169,0,2226,0
NZ_CP010288,0,7949,0
NZ_CP006716,0,62249,2
NC_017291,0,114,0
NZ_CP015117,0,3100,0
NZ_CP011642,0,690,0
NZ_CP022103,0,32199,1
NC_018106,0,53181,0
