RefSeq,Sequence_length,False_order,GC_Concentration,Time,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,Occurance_oriC_0,Occurance_oriC_1,Occurance_oriC_2,Occurance_oriC_3,Occurance_oriC_4,Occurance_oriC_5,Occurance_oriC_6,Occurance_oriC_7,Occurance_oriC_8,Occurance_oriC_9,Z_Occurance_oriC_0,Z_Occurance_oriC_1,Z_Occurance_oriC_2,Z_Occurance_oriC_3,Z_Occurance_oriC_4,Z_Occurance_oriC_5,Z_Occurance_oriC_6,Z_Occurance_oriC_7,Z_Occurance_oriC_8,Z_Occurance_oriC_9,G_Occurance_oriC_0,G_Occurance_oriC_1,G_Occurance_oriC_2,G_Occurance_oriC_3,G_Occurance_oriC_4,G_Occurance_oriC_5,G_Occurance_oriC_6,G_Occurance_oriC_7,G_Occurance_oriC_8,G_Occurance_oriC_9,D_Occurance_oriC_0,D_Occurance_oriC_1,D_Occurance_oriC_2,D_Occurance_oriC_3,D_Occurance_oriC_4,D_Occurance_oriC_5,D_Occurance_oriC_6,D_Occurance_oriC_7,D_Occurance_oriC_8,D_Occurance_oriC_9
NC_014624,4316707,False,0.47497502146891135,339.1567325592041,4311948,1101303,nan,nan,nan,nan,nan,nan,nan,nan,0.6330954464394839,0.03357122022718274,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,0.9992863393184518,0.0007136606815482116,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NC_021890,1083842,False,0.4150697241848904,90.48571038246155,9,723517,nan,nan,nan,nan,nan,nan,nan,nan,0.2672881751046948,0.31455463881095175,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan,0.051864525314084475,0.6936639164328552,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP022436,5063552,False,0.6265240289820269,390.38987588882446,9818,458160,3797437,1736724,2905395,nan,nan,nan,nan,nan,0.491085331094437,0.24335741950531617,0.035230458379247175,0.28139975720112437,0.0836738088135966,nan,nan,nan,nan,nan,0.47368421052631576,0.3157894736842105,0.10526315789473684,0.05263157894736842,0.05263157894736842,nan,nan,nan,nan,nan,0.9995717827569953,0.41428278483173797,0.00042821724300468045,0.7915676926560047,0.19838984749342137,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan
NC_015321,4633577,False,0.364946778698185,355.5052409172058,1760545,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_003919,5175554,False,0.6477188722212154,380.08560037612915,5132725,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_017429,1042810,False,0.4130915507139364,77.20290040969849,9,720268,nan,nan,nan,nan,nan,nan,nan,nan,0.2728862693553053,0.28149522343719174,nan,nan,nan,nan,nan,nan,nan,nan,0.8181818181818182,0.18181818181818182,nan,nan,nan,nan,nan,nan,nan,nan,0.0004769898840977227,0.6626674884933934,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NC_008767,2194961,False,0.516236507163453,173.35163807868958,7392,940207,nan,nan,nan,nan,nan,nan,nan,nan,0.6325585027347286,0.0341081639319381,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,0.9976755082041857,0.0023244917958142874,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NC_013861,4077332,False,0.3711174365982461,313.46796441078186,230,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_021715,5521023,False,0.6795070406335927,435.31168603897095,5370859,4012243,3483888,nan,nan,nan,nan,nan,nan,nan,0.6220543972811066,0.02239004716333789,0.11562994912251323,nan,nan,nan,nan,nan,nan,nan,0.8666666666666667,0.06666666666666667,0.06666666666666667,nan,nan,nan,nan,nan,nan,nan,0.999496525176653,0.0005034748233470054,0.28022318070087304,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan
NC_018643,1343202,True,0.2863188113180296,104.65892839431763,1272660,1013073,247160,829148,nan,nan,nan,nan,nan,nan,0.2006563058134273,0.3993436941865727,0.26093548660164223,0.04649822180837334,nan,nan,nan,nan,nan,nan,0.6,0.2,0.13333333333333333,0.06666666666666667,nan,nan,nan,nan,nan,nan,0.0019689174402819365,0.9980310825597181,0.6494731264715934,0.07282799875845336,nan,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan
NC_010067,4600800,False,0.5137673882802991,349.6683461666107,3708686,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5554437127391286,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.666331138217386,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_021286,2839759,True,0.4703878040354833,207.67324781417847,2829857,1337699,nan,nan,nan,nan,nan,nan,nan,nan,0.16682572854110714,0.4998409381255596,nan,nan,nan,nan,nan,nan,nan,nan,0.5,0.5,nan,nan,nan,nan,nan,nan,nan,nan,0.0004771856233214411,0.9995228143766787,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP008804,1941566,False,0.4148537829772462,149.33277797698975,45512,1422915,1097405,nan,nan,nan,nan,nan,nan,nan,0.6108647556566668,0.15906192548496773,0.018764873972962958,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,0.1111111111111111,0.05555555555555555,nan,nan,nan,nan,nan,nan,nan,0.9992609336366667,0.36607466534379207,0.0007390663633333183,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan
NZ_CP009343,2040998,False,0.3257377028296941,158.01666903495789,1071040,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_023064,7012672,False,0.6048663048835023,537.7974383831024,6982725,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_015379,6843248,False,0.6078932109431077,534.2467274665833,24142,1166371,nan,nan,nan,nan,nan,nan,nan,nan,0.6109137781089008,0.05575288855776588,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,0.16666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,0.9994080009933691,0.0005919990066309833,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP023392,2217417,False,0.39911482594387976,188.5379674434662,1028503,10637,nan,nan,nan,nan,nan,nan,nan,nan,0.49976545623689317,0.1669012104297735,nan,nan,nan,nan,nan,nan,nan,nan,0.5,0.5,nan,nan,nan,nan,nan,nan,nan,nan,0.9992963687106794,0.0007036312893204943,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NC_012971,4558953,False,0.5083261441826665,375.6968286037445,3760272,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_008149,4534590,False,0.47584015313402095,372.02104330062866,4531836,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP021640,1810283,False,0.3845879345936519,133.35629677772522,3153,1644656,nan,nan,nan,nan,nan,nan,nan,nan,0.6046626787049338,0.06200398796173284,nan,nan,nan,nan,nan,nan,nan,nan,0.8181818181818182,0.18181818181818182,nan,nan,nan,nan,nan,nan,nan,nan,0.9958062179329833,0.004193782067016705,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NC_015565,2892255,False,0.46625798900857635,207.0257761478424,2877880,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_022268,4946161,True,0.4924971103852058,378.17067646980286,541976,4944299,nan,nan,nan,nan,nan,nan,nan,nan,0.5,0.16666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,0.5,0.5,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NC_004631,4791961,True,0.520515713713029,394.00758171081543,3748049,181,nan,nan,nan,nan,nan,nan,nan,nan,0.32138222407256833,0.3887914818260929,nan,nan,nan,nan,nan,nan,nan,nan,0.5,0.5,nan,nan,nan,nan,nan,nan,nan,nan,0.464146672217705,0.6663744454782787,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NC_019815,821813,True,0.3096373505894893,62.32379865646362,630284,812568,nan,nan,nan,nan,nan,nan,nan,nan,0.532112669109892,0.13455399755677463,nan,nan,nan,nan,nan,nan,nan,nan,0.6,0.4,nan,nan,nan,nan,nan,nan,nan,nan,0.996338007329676,0.0036619926703238548,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NC_017731,4402109,False,0.41265538858760653,352.50771927833557,2199923,2958109,nan,nan,nan,nan,nan,nan,nan,nan,0.6330075266296846,0.03365914003698205,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,0.9990225798890539,0.0009774201109461478,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NC_012587,3925702,False,0.6302882898396261,294.17384600639343,3547365,377187,1833886,nan,nan,nan,nan,nan,nan,nan,0.5508901495637136,0.4033187524514324,0.032443183769619764,nan,nan,nan,nan,nan,nan,nan,0.6666666666666666,0.25,0.08333333333333333,nan,nan,nan,nan,nan,nan,nan,0.986003782024474,0.9599562573542972,0.01399621797552597,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan
NC_022538,1554229,False,0.28982537322363694,130.77060723304749,1547034,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_013961,3805573,False,0.5360194115314566,284.6006886959076,3802588,356747,nan,nan,nan,nan,nan,nan,nan,nan,0.6327571225288268,0.03390954413783998,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,0.99827136758648,0.0017286324135199482,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP023970,2560809,True,0.33835284084053124,209.41893124580383,1446658,2558986,nan,nan,nan,nan,nan,nan,nan,nan,0.18356331332791678,0.48310335333874993,nan,nan,nan,nan,nan,nan,nan,nan,0.55,0.45,nan,nan,nan,nan,nan,nan,nan,nan,0.0006899399837503317,0.9993100600162498,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NC_010742,2122487,False,0.5715888954796896,177.21360564231873,2007364,45289,1614799,nan,nan,nan,nan,nan,nan,nan,0.4673022924347945,0.12559849959033184,0.3535681670763348,nan,nan,nan,nan,nan,nan,nan,0.5625,0.375,0.0625,nan,nan,nan,nan,nan,nan,nan,0.8394068773043835,0.0017954987709954962,0.9982045012290045,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan
NC_016513,2136808,True,0.4442280261024856,167.2493977546692,31,383349,500666,839485,648866,1766498,nan,nan,nan,nan,0.4669011795577234,0.14179447261618958,0.13473079990273,0.12493443811076858,0.2863896299369096,0.21938013915809,nan,nan,nan,nan,0.43478260869565216,0.391304347826087,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,nan,nan,nan,nan,0.9659209299775182,0.03407907002248178,0.3607141388386248,0.33132505346274055,0.8156906289411636,0.6146621566047048,nan,nan,nan,nan,0,0,0,0,0,0,nan,nan,nan,nan
NZ_CP012150,7105933,False,0.6757185861448455,564.722617149353,1473187,89127,4450917,nan,nan,nan,nan,nan,nan,nan,0.5475126586421538,0.2907044033817407,0.023915912786417592,nan,nan,nan,nan,nan,nan,nan,0.6428571428571429,0.2857142857142857,0.07142857142857142,nan,nan,nan,nan,nan,nan,nan,0.9996808330693187,0.5863989244309364,0.00031916693068134716,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan
NZ_CP009885,2813297,False,0.5269895073289453,210.5037326812744,2771778,2496492,726854,1995503,1743786,nan,nan,nan,nan,nan,0.44803318551003174,0.08070244667387637,0.3244170590405702,0.15817112813377024,0.09323901800506994,nan,nan,nan,nan,nan,0.3448275862068966,0.2413793103448276,0.2413793103448276,0.13793103448275862,0.034482758620689655,nan,nan,nan,nan,nan,0.9992719703231986,0.0007280296768015226,0.731871866776883,0.33658234991855207,0.24523429539452013,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan
NC_010125,3944163,True,0.6643110337985525,310.3819444179535,1646658,1265342,392794,3651030,nan,nan,nan,nan,nan,nan,0.3784199804762034,0.12013697641573999,0.3865296902509267,0.12731261096854582,nan,nan,nan,nan,nan,nan,0.36,0.36,0.16,0.12,nan,nan,nan,nan,nan,nan,0.7752599414286101,0.00041092924721997104,0.99958907075278,0.26193783290563744,nan,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan
NC_022247,5795261,True,0.672098288584414,432.5895709991455,5610132,361502,5113863,1461796,nan,nan,nan,nan,nan,nan,0.12298125388414884,0.4559661145369038,0.3579883843173617,0.22096838145990497,nan,nan,nan,nan,nan,nan,0.3684210526315789,0.3684210526315789,0.21052631578947367,0.05263157894736842,nan,nan,nan,nan,nan,nan,0.0005227090208675955,0.9994772909791324,0.8634388371626115,0.6102735654323466,nan,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan
NC_017177,300869,True,0.24998919795658575,23.388717889785767,259305,25788,nan,nan,nan,nan,nan,nan,nan,nan,0.20833333333333334,0.125,nan,nan,nan,nan,nan,nan,nan,nan,0.625,0.375,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NC_008345,4845257,False,0.4158406870884248,387.4740786552429,10710,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_009659,4110251,False,0.5423418180544205,323.0815501213074,4079431,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_016642,5475670,False,0.5237287857011106,356.2332203388214,5475647,462450,1431974,1917079,nan,nan,nan,nan,nan,nan,0.4257374587957181,0.41157186743313573,0.05901636786098192,0.13083557287136446,nan,nan,nan,nan,nan,nan,0.5294117647058824,0.23529411764705882,0.17647058823529413,0.058823529411764705,nan,nan,nan,nan,nan,nan,0.7478006116812721,0.9994214846523484,0.0005785153476516314,0.33368318920232864,nan,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan
NC_017304,3561619,False,0.3914809529037216,289.31161165237427,5668,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_020965,1042447,False,0.41301764022535437,79.31295943260193,4,720501,nan,nan,nan,nan,nan,nan,nan,nan,0.27294751313052984,0.2815547487280717,nan,nan,nan,nan,nan,nan,nan,nan,0.8181818181818182,0.18181818181818182,nan,nan,nan,nan,nan,nan,nan,nan,0.0006607212097712312,0.6628460643660333,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NC_009997,5347283,False,0.4628331808883128,411.2389509677887,12444,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_015436,2227296,False,0.5055803090384036,181.37629461288452,2226816,200356,nan,nan,nan,nan,nan,nan,nan,nan,0.6320570960641785,0.03460957060248823,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,0.9961712881925353,0.003828711807464691,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NC_017663,4935294,False,0.5088821456229355,371.3762035369873,4236868,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_014391,7025559,True,0.7282213415331079,553.3568665981293,6939025,622792,6193182,1234181,5575619,1882674,4977586,2545411,3372103,nan,0.4284435003866564,0.07155649961334357,0.19896915700779863,0.12374475907815818,0.24100132552164966,0.2812892614064802,0.21065139349183784,0.2872028215213846,0.14199641244116393,nan,0.2857142857142857,0.21428571428571427,0.14285714285714285,0.11904761904761904,0.07142857142857142,0.07142857142857142,0.047619047619047616,0.023809523809523808,0.023809523809523808,nan,0.9996162154456836,0.0003837845543164242,0.4540503281662531,0.2521866581868555,0.6515754051363776,0.7724392127908691,0.5843351328564659,0.83779894075463,0.402179713513968,nan,0,0,0,0,0,0,0,0,0,nan
NC_008392,1281472,False,0.6648073465514658,105.85804295539856,547833,415691,1309,nan,nan,nan,nan,nan,nan,nan,0.25,0.05555555555555555,0.027777777777777776,nan,nan,nan,nan,nan,nan,nan,0.75,0.16666666666666666,0.08333333333333333,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan
NZ_CP009706,4712721,False,0.4899027546930956,369.6950912475586,12363,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_020976,1038881,False,0.4131859183101818,51.3216392993927,4,716924,nan,nan,nan,nan,nan,nan,nan,nan,0.2730465753455542,0.28363428943753705,nan,nan,nan,nan,nan,nan,nan,nan,0.8181818181818182,0.18181818181818182,nan,nan,nan,nan,nan,nan,nan,nan,0.0009579078548443976,0.6690846864944293,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NC_021848,3331580,True,0.45311623914178856,259.57331013679504,2912776,1,nan,nan,nan,nan,nan,nan,nan,nan,0.632808196127781,0.033858470538885695,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,0.998424588383343,0.0015754116166570853,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NC_021880,1481598,False,0.4164469714456958,121.74421715736389,114,1325762,581598,151831,nan,nan,nan,nan,nan,nan,0.30909505902033724,0.25353950346478166,0.226047619664102,0.16094691087218913,nan,nan,nan,nan,nan,nan,0.5,0.3333333333333333,0.1111111111111111,0.05555555555555555,nan,nan,nan,nan,nan,nan,0.42728517706101177,0.42728517706101177,0.5670317478811949,0.42728517706101177,nan,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan
NC_018721,4321832,True,0.3452528927547392,321.18139839172363,21626,3187966,2040870,1340601,1621881,nan,nan,nan,nan,nan,0.37687441542115113,0.1864164925834253,0.2699931589352023,0.1626069687739015,0.18238779344575007,nan,nan,nan,nan,nan,0.2857142857142857,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.14285714285714285,nan,nan,nan,nan,nan,0.8449089605491676,0.3449637634645616,0.5956937625198926,0.3449637634645616,0.4043062374801074,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan
NC_014810,1672681,True,0.4450860624350967,134.50708723068237,50087,1311612,403989,1071974,745242,898193,560874,nan,nan,nan,0.2849823450492392,0.3003818585945773,0.2344084330110081,0.14695468951481036,0.13685367941380025,0.13685367941380025,0.12675266931279014,nan,nan,nan,0.2727272727272727,0.2727272727272727,0.21212121212121213,0.09090909090909091,0.06060606060606061,0.06060606060606061,0.030303030303030304,nan,nan,nan,0.5822197624204449,0.6284183030564592,0.4911040869118122,0.3499549776353401,0.3499549776353401,0.3499549776353401,0.3499549776353401,nan,nan,nan,0,0,0,0,0,0,0,nan,nan,nan
NC_007492,6438405,False,0.6052095200597042,539.3486921787262,15191,1667117,nan,nan,nan,nan,nan,nan,nan,nan,0.6331969377219453,0.03346972894472138,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,0.9995908131658359,0.0004091868341641325,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NC_010102,4858887,False,0.5210975270674127,347.58684635162354,4031232,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5554414904770202,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6663244714310605,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_014933,3998906,False,0.44717455224003766,307.50846695899963,926497,3998831,nan,nan,nan,nan,nan,nan,nan,nan,0.3723223060986876,0.2272727272727273,nan,nan,nan,nan,nan,nan,nan,nan,0.8181818181818182,0.18181818181818182,nan,nan,nan,nan,nan,nan,nan,nan,0.29878510011424453,0.5,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NC_013454,636850,True,0.27141713119258853,41.86845898628235,4141,157370,513067,221565,407966,310615,nan,nan,nan,nan,0.41904761904761906,0.07619047619047618,0.28392517917631205,0.19209629745883525,0.1979626459894587,0.04566551902276978,nan,nan,nan,nan,0.2571428571428571,0.22857142857142856,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.08571428571428572,nan,nan,nan,nan,1.0,0.0,0.7089183946717934,0.4334317495193628,0.45103079511123323,0.051282271354023634,nan,nan,nan,nan,0,0,0,0,0,0,nan,nan,nan,nan
NC_023028,3763012,False,0.39070669984576184,249.87561583518982,3753697,1687488,nan,nan,nan,nan,nan,nan,nan,nan,0.6331970324382211,0.03346963422844548,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,0.9995910973146636,0.00040890268533644303,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NC_021217,1692794,True,0.38893155339633767,136.90011167526245,1192793,1370596,737957,214049,1691122,577202,nan,nan,nan,nan,0.20446435393343773,0.20446435393343773,0.26625424956760435,0.2540865438842805,0.14639013063636927,0.21224226350320133,nan,nan,nan,nan,0.3103448275862069,0.3103448275862069,0.13793103448275862,0.10344827586206896,0.06896551724137931,0.06896551724137931,nan,nan,nan,nan,0.3030482342141063,0.3030482342141063,0.6608317142200544,0.6588113557907724,0.37020487466772845,0.5677612732682247,nan,nan,nan,nan,0,0,0,0,0,0,nan,nan,nan,nan
NC_016848,1139744,False,0.5278439719796726,99.39517259597778,2594,949350,743269,nan,nan,nan,nan,nan,nan,nan,0.6054341560611083,0.030929480302528133,0.20340702518764966,nan,nan,nan,nan,nan,nan,nan,0.8181818181818182,0.09090909090909091,0.09090909090909091,nan,nan,nan,nan,nan,nan,nan,0.9981206500015065,0.0018793499984934847,0.5193119846538581,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan
NC_015556,4920769,False,0.6351167876403058,372.8840363025665,4915631,1275910,nan,nan,nan,nan,nan,nan,nan,nan,0.5831576322426472,0.08350903442401954,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan,0.9994728967279415,0.0005271032720586266,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NC_015387,2269167,False,0.6807581813061797,157.05128979682922,2116,196489,1832817,775043,nan,nan,nan,nan,nan,nan,0.5095217086056884,0.2625273583352214,0.01992751228291811,0.2690128495220272,nan,nan,nan,nan,nan,nan,0.5294117647058824,0.35294117647058826,0.058823529411764705,0.058823529411764705,nan,nan,nan,nan,nan,nan,0.9991533611111829,0.4346408985350758,0.0009590074369896229,0.7482150191543169,nan,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan
NC_021251,4414325,False,0.6561299858981837,336.8537333011627,4414014,3905851,nan,nan,nan,nan,nan,nan,nan,nan,0.5822735286737125,0.08439313799295418,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan,0.9968205860211374,0.0031794139788625664,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
