RefSeq,Sequence_length,False_order,GC_Concentration,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,Occurance_oriC_0,Occurance_oriC_1,Occurance_oriC_2,Occurance_oriC_3,Occurance_oriC_4,Occurance_oriC_5,Occurance_oriC_6,Occurance_oriC_7,Occurance_oriC_8,Occurance_oriC_9
NC_019391,1171011,False,0.38964962754406235,1169672,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_022780,1789138,False,0.3730282404152167,1449,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP023011,2845651,False,0.36987283401935095,656733,30741,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan
NC_016048,4410036,True,0.5332115202687688,4405060,386662,2855895,850521,3914558,nan,nan,nan,nan,nan,0.5238095238095238,0.23809523809523808,0.14285714285714285,0.047619047619047616,0.047619047619047616,nan,nan,nan,nan,nan
NC_022964,1407418,False,0.47003519920876385,1387303,599687,nan,nan,nan,nan,nan,nan,nan,nan,0.5555555555555556,0.4444444444444444,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP009287,7166464,False,0.5056901143995142,1582,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP023431,3989154,False,0.4648865398528109,1894143,3989090,nan,nan,nan,nan,nan,nan,nan,nan,0.8181818181818182,0.18181818181818182,nan,nan,nan,nan,nan,nan,nan,nan
NC_021284,1107344,False,0.29201043216922656,1092748,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP007634,3043139,False,0.4774691527399833,2556015,6,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan
NC_021814,4859931,False,0.5217347736006952,4340771,18378,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP017973,1954694,False,0.5146273534374178,1951130,1782377,833406,nan,nan,nan,nan,nan,nan,nan,0.8181818181818182,0.09090909090909091,0.09090909090909091,nan,nan,nan,nan,nan,nan,nan
NC_022106,1042619,True,0.41303678524945353,9,720132,nan,nan,nan,nan,nan,nan,nan,nan,0.18181818181818182,0.8181818181818182,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP009436,2045775,False,0.3257327907516711,517822,2043049,nan,nan,nan,nan,nan,nan,nan,nan,0.47058823529411764,0.5294117647058824,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP018254,5985875,True,0.4152620961847683,4728501,3711827,591071,2359722,1502276,5963422,3099691,983501,nan,nan,0.3617021276595745,0.1702127659574468,0.14893617021276595,0.1276595744680851,0.10638297872340426,0.0425531914893617,0.02127659574468085,0.02127659574468085,nan,nan
NC_017554,4586378,False,0.5365652373179882,80440,3376393,1695020,nan,nan,nan,nan,nan,nan,nan,0.6923076923076923,0.23076923076923078,0.07692307692307693,nan,nan,nan,nan,nan,nan,nan
NC_017108,2904624,False,0.5303419650873917,2900133,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_017289,1172197,False,0.390551246932043,1172084,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_010611,3904116,False,0.3903129415212048,4867,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_004663,6260361,True,0.4283717823940185,2448683,4041038,2633,nan,nan,nan,nan,nan,nan,nan,0.09090909090909091,0.6363636363636364,0.2727272727272727,nan,nan,nan,nan,nan,nan,nan
NC_022124,709850,True,0.37951257307881947,7771,322723,73019,150059,539054,577961,nan,nan,nan,nan,0.15384615384615385,0.38461538461538464,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,nan,nan,nan,nan
NC_017634,4747819,False,0.5068025971503969,3948573,2744043,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan
NC_009523,5801598,True,0.6038734500391099,37208,1985364,4442190,641581,5146065,nan,nan,nan,nan,nan,0.3125,0.28125,0.21875,0.09375,0.09375,nan,nan,nan,nan,nan
NC_021577,6342034,False,0.6646105965373255,6323959,5788855,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan
NC_007969,3059876,False,0.4229125624698517,124,269437,2257753,2793012,511831,2013073,1147448,nan,nan,nan,0.6,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,nan,nan,nan
NC_014970,1147259,True,0.3885138403795481,1145452,207921,922939,391717,nan,nan,nan,nan,nan,nan,0.5625,0.1875,0.1875,0.0625,nan,nan,nan,nan,nan,nan
NZ_CP007511,4383480,False,0.646553879566007,14271,3124514,3620699,nan,nan,nan,nan,nan,nan,nan,0.45454545454545453,0.4090909090909091,0.13636363636363635,nan,nan,nan,nan,nan,nan,nan
NC_002950,2343476,False,0.4828792784735154,38414,1360681,1559092,1811838,849803,2141663,nan,nan,nan,nan,0.3,0.25,0.15,0.15,0.1,0.05,nan,nan,nan,nan
NC_015734,1877273,False,0.379037572052653,1853777,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP008866,6795741,False,0.6614803301067537,6777372,4945955,2899177,nan,nan,nan,nan,nan,nan,nan,0.5294117647058824,0.4117647058823529,0.058823529411764705,nan,nan,nan,nan,nan,nan,nan
NC_017528,4406587,False,0.6561853879204019,4406276,3898256,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan
NC_014377,2280035,False,0.46820114603503893,2271365,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_015563,6685842,False,0.6671795414848272,381,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP021870,2072007,False,0.35542544016501876,2052117,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_015858,1260926,False,0.5724055178495804,1253757,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_004547,5064019,False,0.509673245696748,2970,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_016603,3862530,True,0.3882403502367619,2162833,15955,3152268,nan,nan,nan,nan,nan,nan,nan,0.05263157894736842,0.47368421052631576,0.47368421052631576,nan,nan,nan,nan,nan,nan,nan
NC_013521,4253413,True,0.7188650620102022,54873,1351049,2131281,3784393,623557,2943266,3245614,nan,nan,nan,0.16666666666666666,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.11904761904761904,0.047619047619047616,0.023809523809523808,nan,nan,nan
NC_015576,4643668,False,0.6837222213129793,4643391,4239739,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan
NC_017846,2308962,True,0.4431662366032875,1546257,1304860,1067903,783287,nan,nan,nan,nan,nan,nan,0.20833333333333334,0.375,0.2916666666666667,0.125,nan,nan,nan,nan,nan,nan
NZ_CP022524,4087127,False,0.28619076431928836,2272,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_014119,1282816,False,0.6261763183496308,745707,48679,422121,858748,nan,nan,nan,nan,nan,nan,0.5294117647058824,0.29411764705882354,0.11764705882352941,0.058823529411764705,nan,nan,nan,nan,nan,nan
NZ_AP013353,799088,False,0.30800112127825724,797227,345724,111297,724735,nan,nan,nan,nan,nan,nan,0.45,0.25,0.25,0.05,nan,nan,nan,nan,nan,nan
NC_023001,878109,True,0.43151248876847864,669102,117,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LN626917,2874302,False,0.3287984352374942,2855431,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP009495,6988337,False,0.6740296010338368,6988071,1272816,5183931,6394137,3909591,4576453,nan,nan,nan,nan,0.4090909090909091,0.3181818181818182,0.13636363636363635,0.045454545454545456,0.045454545454545456,0.045454545454545456,nan,nan,nan,nan
NZ_CP007535,3851648,True,0.3895335191585524,3067389,60,389565,1137988,1845257,2303463,3461946,nan,nan,nan,0.11475409836065574,0.14754098360655737,0.14754098360655737,0.14754098360655737,0.14754098360655737,0.14754098360655737,0.14754098360655737,nan,nan,nan
NZ_CP014024,4305109,False,0.41251847514197665,3117120,23,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP014808,1704859,False,0.3671998681415882,1436,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_010554,4063606,False,0.38899686633005265,3356546,348336,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan
NC_010552,2769414,False,0.6654227211966142,2764758,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP017381,2445556,True,0.43867529510671605,2428537,251846,696574,923053,nan,nan,nan,nan,nan,nan,0.35,0.35,0.15,0.15,nan,nan,nan,nan,nan,nan
NC_010322,6078430,False,0.6194224495470048,6052584,548554,2622347,nan,nan,nan,nan,nan,nan,nan,0.8181818181818182,0.09090909090909091,0.09090909090909091,nan,nan,nan,nan,nan,nan,nan
NZ_CP023638,4411310,False,0.656138199310409,4411007,3903374,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan
NC_012781,3449685,False,0.4148117871631758,3449346,2559095,nan,nan,nan,nan,nan,nan,nan,nan,0.8181818181818182,0.18181818181818182,nan,nan,nan,nan,nan,nan,nan,nan
NC_017574,3481091,False,0.6663612068745115,28961,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP022345,5334660,False,0.35318127115879927,4881439,142,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP011797,3660060,False,0.5299839346895953,3651769,2705365,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan
NC_017245,1185615,True,0.5734197020111925,1038302,1177539,638285,nan,nan,nan,nan,nan,nan,nan,0.5294117647058824,0.4117647058823529,0.058823529411764705,nan,nan,nan,nan,nan,nan,nan
NC_015470,1171660,False,0.3906192922861581,1171547,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_017162,3940614,False,0.3916831234929379,27179,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP023410,3346739,False,0.28503119006292393,3342600,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_015186,3749411,True,0.6757917443566469,1917697,514271,964205,2338852,3034997,3639597,nan,nan,nan,nan,0.14893617021276595,0.19148936170212766,0.19148936170212766,0.19148936170212766,0.19148936170212766,0.0851063829787234,nan,nan,nan,nan
NZ_CP006711,2244624,False,0.5886732031734491,2204699,208762,603486,1357757,404260,816433,1834130,nan,nan,nan,0.47619047619047616,0.14285714285714285,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.047619047619047616,nan,nan,nan
NC_012806,846214,True,0.284901927881127,825186,686739,539391,299362,78921,439583,219154,nan,nan,nan,0.3157894736842105,0.15789473684210525,0.15789473684210525,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.05263157894736842,nan,nan,nan
NC_017039,3570114,True,0.477351983718167,547368,21030,1791606,2740739,2208276,1395225,948211,nan,nan,nan,0.09090909090909091,0.30303030303030304,0.21212121212121213,0.21212121212121213,0.09090909090909091,0.06060606060606061,0.030303030303030304,nan,nan,nan
NC_012039,1525460,False,0.29703499272350636,1521486,868816,nan,nan,nan,nan,nan,nan,nan,nan,0.9090909090909091,0.09090909090909091,nan,nan,nan,nan,nan,nan,nan,nan
NC_016908,1270083,True,0.32457485061999886,462933,23860,nan,nan,nan,nan,nan,nan,nan,nan,0.125,0.875,nan,nan,nan,nan,nan,nan,nan,nan
NC_014375,3445263,True,0.6842270096651547,3315001,2766900,321062,786765,nan,nan,nan,nan,nan,nan,0.13636363636363635,0.4090909090909091,0.3181818181818182,0.13636363636363635,nan,nan,nan,nan,nan,nan
NC_019903,3624449,False,0.4421792112401085,450,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_008529,1856951,False,0.49686340673501883,1856929,176946,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan
NC_013216,4545624,False,0.41554844835384536,1514,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_015738,3123671,False,0.5620047693883254,3122617,547800,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan
NC_018829,5091817,False,0.6841335813914757,5086911,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_015713,2496337,False,0.41776290621017914,2496273,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_008258,4574284,False,0.5091773925711652,3859627,4447815,2725798,774157,nan,nan,nan,nan,nan,nan,0.2903225806451613,0.3225806451612903,0.2903225806451613,0.0967741935483871,nan,nan,nan,nan,nan,nan
NC_013730,8078757,False,0.5019282050444146,6712745,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP011494,3998597,False,0.5384486108502557,12324,1020457,1718451,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,0.08333333333333333,0.08333333333333333,nan,nan,nan,nan,nan,nan,nan
NC_014810,1672681,True,0.4450860624350967,1311612,50087,403989,1071974,745242,898193,560874,nan,nan,nan,0.2727272727272727,0.2727272727272727,0.21212121212121213,0.09090909090909091,0.06060606060606061,0.06060606060606061,0.030303030303030304,nan,nan,nan
NC_021505,6156701,False,0.6233078397018144,6143327,2672994,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan
NC_016514,4734438,False,0.546123953888508,4704380,3118928,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan
NC_017079,5144873,True,0.5876714546695322,5139237,1070434,1668367,nan,nan,nan,nan,nan,nan,nan,0.3333333333333333,0.3333333333333333,0.3333333333333333,nan,nan,nan,nan,nan,nan,nan
NC_018145,1961306,True,0.46211503967254475,171822,1400657,1961173,1764445,nan,nan,nan,nan,nan,nan,0.35,0.4,0.15,0.1,nan,nan,nan,nan,nan,nan
NC_021893,1038870,True,0.4133009904992925,9,716351,nan,nan,nan,nan,nan,nan,nan,nan,0.18181818181818182,0.8181818181818182,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP009914,6324222,False,0.6619690137379745,7211,1076528,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan
NC_015214,2078001,False,0.3814786422143204,1051,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_009725,3918596,False,0.4647544681819713,4036,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_015580,3911486,False,0.6370811502329293,14576,345211,1357435,2422956,nan,nan,nan,nan,nan,nan,0.6923076923076923,0.15384615384615385,0.07692307692307693,0.07692307692307693,nan,nan,nan,nan,nan,nan
NZ_CP025341,3928489,False,0.46551714921436715,4367,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_010508,3532883,False,0.6671947528406686,99255,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP016827,2058319,False,0.37035415793178805,1442457,5990,nan,nan,nan,nan,nan,nan,nan,nan,0.7777777777777778,0.2222222222222222,nan,nan,nan,nan,nan,nan,nan,nan
NC_005773,5928787,False,0.5801502061045539,74316,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_011365,3887492,True,0.6637806585839919,2238,2196527,2724724,3115864,nan,nan,nan,nan,nan,nan,0.1724137931034483,0.3103448275862069,0.3103448275862069,0.20689655172413793,nan,nan,nan,nan,nan,nan
NZ_CP020450,2222706,False,0.4041596144519338,785059,2222354,nan,nan,nan,nan,nan,nan,nan,nan,0.5,0.5,nan,nan,nan,nan,nan,nan,nan,nan
NC_020934,1038864,True,0.4131589890495772,4,716911,nan,nan,nan,nan,nan,nan,nan,nan,0.18181818181818182,0.8181818181818182,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP009716,2466435,False,0.5330450630160536,2465386,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_010169,1923763,True,0.5711555945300955,66333,1808375,nan,nan,nan,nan,nan,nan,nan,nan,0.4375,0.5625,nan,nan,nan,nan,nan,nan,nan,nan
NC_013511,665445,True,0.2711824418246437,14166,547357,84139,208255,604870,309565,nan,nan,nan,nan,0.3181818181818182,0.4090909090909091,0.09090909090909091,0.09090909090909091,0.045454545454545456,0.045454545454545456,nan,nan,nan,nan
NC_010677,1893886,False,0.32254211710736547,24834,693996,1677419,nan,nan,nan,nan,nan,nan,nan,0.7692307692307693,0.15384615384615385,0.07692307692307693,nan,nan,nan,nan,nan,nan,nan
NC_016943,4875340,False,0.7294799952413575,9896,4125378,3278655,1291682,nan,nan,nan,nan,nan,nan,0.47619047619047616,0.42857142857142855,0.047619047619047616,0.047619047619047616,nan,nan,nan,nan,nan,nan
NC_010498,5068389,False,0.5049667655738342,4207284,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_006348,3510148,True,0.6815424876671867,3339745,2982982,512855,nan,nan,nan,nan,nan,nan,nan,0.29411764705882354,0.5294117647058824,0.17647058823529413,nan,nan,nan,nan,nan,nan,nan
NC_020796,3857040,False,0.5960257088337171,3823079,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_016640,6788435,True,0.43650355346998243,536134,2875869,5713625,2051744,4605729,6732248,1171797,3494645,nan,nan,0.11363636363636363,0.20454545454545456,0.20454545454545456,0.1590909090909091,0.13636363636363635,0.06818181818181818,0.06818181818181818,0.045454545454545456,nan,nan
NC_014147,1863286,False,0.4167159523551403,18,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_010506,5935403,False,0.43700992165148683,5909441,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP008742,6016828,False,0.5807393862679804,56742,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_013757,5322497,False,0.7398410933815462,40323,4342822,1844872,921902,3403251,nan,nan,nan,nan,nan,0.24324324324324326,0.40540540540540543,0.13513513513513514,0.10810810810810811,0.10810810810810811,nan,nan,nan,nan,nan
NC_011993,4773108,False,0.5069560546293945,3973513,2768222,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan
NC_009092,4602594,False,0.5366699734975537,4586173,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_017025,2993089,True,0.31383597347088577,1300161,2992370,2737212,nan,nan,nan,nan,nan,nan,nan,0.16666666666666666,0.75,0.08333333333333333,nan,nan,nan,nan,nan,nan,nan
NC_008543,2998664,False,0.6687891674425678,2814340,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_017530,5731541,False,0.6174165028218415,27722,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_021150,5323210,False,0.656451840149083,17876,4796295,nan,nan,nan,nan,nan,nan,nan,nan,0.9090909090909091,0.09090909090909091,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP022488,2717680,False,0.37746791380883693,2712625,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_017307,2369131,False,0.5210264860828717,2368077,216184,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan
NC_017270,2791729,False,0.4813758785326226,2791442,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP016916,3872522,False,0.4389379840837573,610347,3872508,nan,nan,nan,nan,nan,nan,nan,nan,0.8181818181818182,0.18181818181818182,nan,nan,nan,nan,nan,nan,nan,nan
NC_015976,4199332,False,0.6556950010144471,31689,2392716,nan,nan,nan,nan,nan,nan,nan,nan,0.8888888888888888,0.1111111111111111,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP016396,4953610,True,0.6929423188341431,2212091,2812841,4908460,1482223,3587155,4103349,nan,nan,nan,nan,0.0625,0.34375,0.21875,0.15625,0.125,0.09375,nan,nan,nan,nan
NC_016843,1139417,False,0.5278287053817874,2611,743002,949004,nan,nan,nan,nan,nan,nan,nan,0.8181818181818182,0.09090909090909091,0.09090909090909091,nan,nan,nan,nan,nan,nan,nan
NC_008009,5650368,True,0.5838384331781576,146278,1260956,5190446,615436,3591466,1834957,3160557,4700811,nan,nan,0.1282051282051282,0.23076923076923078,0.23076923076923078,0.1794871794871795,0.1282051282051282,0.05128205128205128,0.02564102564102564,0.02564102564102564,nan,nan
NC_011666,4305430,True,0.63083362172884,406974,2741935,1596944,887107,nan,nan,nan,nan,nan,nan,0.26666666666666666,0.4666666666666667,0.2,0.06666666666666667,nan,nan,nan,nan,nan,nan
NC_015519,2759867,True,0.3753430871849984,2756754,1827797,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan
NC_022583,825824,True,0.26954048320223195,825642,74424,284395,nan,nan,nan,nan,nan,nan,nan,0.6,0.2,0.2,nan,nan,nan,nan,nan,nan,nan
NC_019753,5315554,True,0.40162060248094555,23269,3141555,1316732,4301290,761722,2040501,nan,nan,nan,nan,0.29411764705882354,0.3235294117647059,0.20588235294117646,0.11764705882352941,0.029411764705882353,0.029411764705882353,nan,nan,nan,nan
NC_015732,3239340,False,0.4557588891564331,1261,2670969,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP006018,1734546,False,0.6049335099789801,578,302888,nan,nan,nan,nan,nan,nan,nan,nan,0.8571428571428571,0.14285714285714285,nan,nan,nan,nan,nan,nan,nan,nan
NC_017735,1833666,True,0.35558438668765197,957177,1691285,647690,nan,nan,nan,nan,nan,nan,nan,0.5625,0.375,0.0625,nan,nan,nan,nan,nan,nan,nan
NC_010845,277995,False,0.3927336822604723,274901,29075,93505,65575,126010,160504,180830,230536,nan,nan,0.3,0.23333333333333334,0.16666666666666666,0.1,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.03333333333333333,nan,nan
NZ_CP014215,4075545,False,0.39085962736272084,3751133,6447,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan
NC_017067,3989480,False,0.5742525341648536,3988415,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_015137,2770302,False,0.6354437169665978,1314686,2767433,nan,nan,nan,nan,nan,nan,nan,nan,0.7777777777777778,0.2222222222222222,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP006715,2331707,False,0.58729977651566,2308954,1932714,1107966,1728545,nan,nan,nan,nan,nan,nan,0.5384615384615384,0.23076923076923078,0.15384615384615385,0.07692307692307693,nan,nan,nan,nan,nan,nan
NC_013385,2129237,False,0.5944843152734994,1243,373163,nan,nan,nan,nan,nan,nan,nan,nan,0.6923076923076923,0.3076923076923077,nan,nan,nan,nan,nan,nan,nan,nan
NC_017924,629165,True,0.25672438867387726,238985,404977,128002,625168,491569,nan,nan,nan,nan,nan,0.2702702702702703,0.21621621621621623,0.1891891891891892,0.1891891891891892,0.13513513513513514,nan,nan,nan,nan,nan
NC_004552,1144377,False,0.3986640766111168,1144242,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_014532,4061825,False,0.6360837800742277,4039917,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP021869,2106018,False,0.35636732449580205,2093357,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_011083,4888768,False,0.5208655841308076,4096543,123,824275,nan,nan,nan,nan,nan,nan,nan,0.75,0.16666666666666666,0.08333333333333333,nan,nan,nan,nan,nan,nan,nan
NC_020059,3837060,True,0.5987870922007996,745068,3822671,1436128,nan,nan,nan,nan,nan,nan,nan,0.2857142857142857,0.6428571428571429,0.07142857142857142,nan,nan,nan,nan,nan,nan,nan
NC_015061,4864217,False,0.5234752068010123,4853940,3574469,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan
NC_008530,1894360,False,0.35259612745201546,1894106,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_010943,4851126,False,0.6632404518043852,36502,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_017731,4402109,False,0.41265538858760653,2199923,2958109,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP014161,1974262,False,0.4259505577273938,3743,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_010125,3944163,True,0.6643110337985525,1646658,1265342,3651030,392794,nan,nan,nan,nan,nan,nan,0.16,0.36,0.36,0.12,nan,nan,nan,nan,nan,nan
