RefSeq,Sequence_length,GC_Concentration,Time,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,Avg_Occurance_oriC_0,Avg_Occurance_oriC_1,Avg_Occurance_oriC_2,Avg_Occurance_oriC_3,Avg_Occurance_oriC_4,Avg_Occurance_oriC_5,Avg_Occurance_oriC_6,Avg_Occurance_oriC_7,Avg_Occurance_oriC_8,Avg_Occurance_oriC_9,Z_Occurance_oriC_0,Z_Occurance_oriC_1,Z_Occurance_oriC_2,Z_Occurance_oriC_3,Z_Occurance_oriC_4,Z_Occurance_oriC_5,Z_Occurance_oriC_6,Z_Occurance_oriC_7,Z_Occurance_oriC_8,Z_Occurance_oriC_9,G_A_Occurance_oriC_0,G_A_Occurance_oriC_1,G_A_Occurance_oriC_2,G_A_Occurance_oriC_3,G_A_Occurance_oriC_4,G_A_Occurance_oriC_5,G_A_Occurance_oriC_6,G_A_Occurance_oriC_7,G_A_Occurance_oriC_8,G_A_Occurance_oriC_9,G_N_Occurance_oriC_0,G_N_Occurance_oriC_1,G_N_Occurance_oriC_2,G_N_Occurance_oriC_3,G_N_Occurance_oriC_4,G_N_Occurance_oriC_5,G_N_Occurance_oriC_6,G_N_Occurance_oriC_7,G_N_Occurance_oriC_8,G_N_Occurance_oriC_9,D_Occurance_oriC_0,D_Occurance_oriC_1,D_Occurance_oriC_2,D_Occurance_oriC_3,D_Occurance_oriC_4,D_Occurance_oriC_5,D_Occurance_oriC_6,D_Occurance_oriC_7,D_Occurance_oriC_8,D_Occurance_oriC_9
NZ_CP011732,4104202,0.6770838764758654,"(214.5309293270111, 1.0844151973724365, 244.36066961288452)",578084,2912133,3318751,4004130,nan,nan,nan,nan,nan,nan,0.6125,0.5375456098613968,0.28774836586850433,0.19027777777777777,nan,nan,nan,nan,nan,nan,0.25,0.19444444444444445,0.19444444444444445,0.3611111111111111,nan,nan,nan,nan,nan,nan,1.0,0.92600806600261,0.3264135780168251,0.0,nan,nan,nan,nan,nan,nan,1.0,0.9297299289985328,0.33013544101274783,0.0,nan,nan,nan,nan,nan,nan,0.2,0.1,0.3,0.4,nan,nan,nan,nan,nan,nan
NZ_CP013183,5918899,0.5913261909013822,"(317.31359219551086, 1.4619648456573486, 356.579873085022)",43852,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP011764,4106381,0.677065523145563,"(211.4900348186493, 1.09806489944458, 240.80508255958557)",732508,4102659,3478498,nan,nan,nan,nan,nan,nan,nan,0.625,0.27336312822902276,0.12202380952380953,nan,nan,nan,nan,nan,nan,nan,0.25,0.42857142857142855,0.32142857142857145,nan,nan,nan,nan,nan,nan,nan,1.0,0.042351077280082416,0.0,nan,nan,nan,nan,nan,nan,nan,1.0,0.03919667373124667,0.0,nan,nan,nan,nan,nan,nan,nan,0.25,0.5833333333333334,0.16666666666666666,nan,nan,nan,nan,nan,nan,nan
NZ_CP016400,2114553,0.3496516757915266,"(113.41447949409485, 0.588646650314331, 127.9288375377655)",11260,1291533,nan,nan,nan,nan,nan,nan,nan,nan,0.6548295454545454,0.3451704545454546,nan,nan,nan,nan,nan,nan,nan,nan,0.4375,0.5625,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.18181818181818182,0.8181818181818182,nan,nan,nan,nan,nan,nan,nan,nan
NC_009848,3704641,0.4128761734267909,"(211.5372712612152, 1.2781882286071777, 242.09587407112122)",8412,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP016645,2173879,0.5173268613386486,"(118.16024804115295, 0.5713169574737549, 133.82699418067932)",1130667,211797,2165999,nan,nan,nan,nan,nan,nan,nan,0.5250626566416039,0.4626311171532691,0.14223057644110276,nan,nan,nan,nan,nan,nan,nan,0.05263157894736842,0.47368421052631576,0.47368421052631576,nan,nan,nan,nan,nan,nan,nan,1.0,0.26028208798187663,0.0,nan,nan,nan,nan,nan,nan,nan,1.0,0.25941531296202697,0.0,nan,nan,nan,nan,nan,nan,nan,0.047619047619047616,0.8571428571428571,0.09523809523809523,nan,nan,nan,nan,nan,nan,nan
NC_009656,6588339,0.6644943437185002,"(352.7855701446533, 1.8040268421173096, 397.37088346481323)",6003056,6567673,nan,nan,nan,nan,nan,nan,nan,nan,0.5556122448979592,0.4443877551020408,nan,nan,nan,nan,nan,nan,nan,nan,0.1,0.9,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.12244897959183673,0.8775510204081632,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP009034,5321148,0.64714437561218,"(283.4858012199402, 1.423856496810913, 324.8315920829773)",908805,5271449,nan,nan,nan,nan,nan,nan,nan,nan,0.5227272727272727,0.4772727272727273,nan,nan,nan,nan,nan,nan,nan,nan,0.09090909090909091,0.9090909090909091,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP008810,1935028,0.3331378150600405,"(108.86887669563293, 0.6943440437316895, 124.10354733467102)",1007732,853266,1343439,521845,1675232,1918202,nan,nan,nan,nan,0.5413636363636364,0.5092595582501346,0.38700445923534,0.37543592869616793,0.20752199413489736,0.1622727272727273,nan,nan,nan,nan,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.3181818181818182,0.13636363636363635,0.4090909090909091,nan,nan,nan,nan,1.0,0.9172504310960273,0.6312816457434073,0.5532395356244577,0.2668621700879765,0.0,nan,nan,nan,nan,1.0,0.9143332564499654,0.6312816457434073,0.5503223609783958,0.2668621700879765,0.0,nan,nan,nan,nan,0.12,0.08,0.16,0.16,0.24,0.24,nan,nan,nan,nan
NZ_LT599049,2603898,0.3555630827321193,"(135.2315275669098, 0.6581428050994873, 151.80566668510437)",8932,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_021710,4321296,0.4485110485372907,"(234.6041967868805, 1.342681646347046, 263.6162829399109)",406810,4301780,nan,nan,nan,nan,nan,nan,nan,nan,0.6586538461538461,0.34134615384615385,nan,nan,nan,nan,nan,nan,nan,nan,0.25,0.75,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.38461538461538464,0.6153846153846154,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP017167,4103236,0.677094371369329,"(214.85679364204407, 1.1782872676849365, 245.68656945228577)",733514,45310,3474304,nan,nan,nan,nan,nan,nan,nan,0.6354895104895104,0.28416380287651644,0.13199300699300698,nan,nan,nan,nan,nan,nan,nan,0.2692307692307692,0.38461538461538464,0.34615384615384615,nan,nan,nan,nan,nan,nan,nan,1.0,0.10476713283893317,0.0,nan,nan,nan,nan,nan,nan,nan,1.0,0.10181814859720263,0.0,nan,nan,nan,nan,nan,nan,nan,0.2727272727272727,0.5454545454545454,0.18181818181818182,nan,nan,nan,nan,nan,nan,nan
NZ_CP016652,2162199,0.5177543787597719,"(120.49094367027283, 0.6559855937957764, 136.16889905929565)",385217,1842771,nan,nan,nan,nan,nan,nan,nan,nan,0.5770833333333334,0.42291666666666666,nan,nan,nan,nan,nan,nan,nan,nan,0.1,0.9,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.20833333333333334,0.7916666666666666,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP025257,908214,0.30052608746396775,"(58.031129121780396, 0.27335476875305176, 62.84675073623657)",311448,228701,672859,832372,24536,nan,nan,nan,nan,nan,0.5625,0.4682972479366496,0.4347796536917243,0.18179720611197858,0.175,nan,nan,nan,nan,nan,0.05,0.05,0.05,0.15,0.7,nan,nan,nan,nan,nan,1.0,0.7115944958732991,0.7394810952487174,0.18351620008922598,0.0,nan,nan,nan,nan,nan,1.0,0.7115944958732991,0.7496375195181798,0.19367262435868837,0.0,nan,nan,nan,nan,nan,0.4,0.2,0.2,0.2,0.0,nan,nan,nan,nan,nan
NZ_LN831051,2110968,0.39726040375789684,"(115.7065908908844, 0.6596088409423828, 130.91276574134827)",2098728,496095,nan,nan,nan,nan,nan,nan,nan,nan,0.5454545454545454,0.4545454545454546,nan,nan,nan,nan,nan,nan,nan,nan,0.18181818181818182,0.8181818181818182,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
NC_017628,5108383,0.5069954621648377,"(252.13707995414734, 1.6245694160461426, 287.97286558151245)",4301240,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013936,2362501,0.45321631609891383,"(140.29912686347961, 0.6061406135559082, 155.29666829109192)",32600,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_010843,277655,0.39273198753849203,"(19.64008927345276, 0.19340753555297852, 21.57021164894104)",180858,93534,65604,274590,160532,29104,126039,230212,nan,nan,0.10833333333333334,0.09166666666666667,0.07500000000000001,0.075,0.06666666666666667,0.058333333333333334,0.016666666666666666,0.008333333333333333,nan,nan,0.03333333333333333,0.03333333333333333,0.16666666666666666,0.1,0.3,0.23333333333333334,0.06666666666666667,0.06666666666666667,nan,nan,0,0,0,0,0,0,0,0,nan,nan,0,0,0,0,0,0,0,0,nan,nan,0.4,0.2,0.2,0.2,0.0,0.0,0.0,0.0,nan,nan
NC_008369,1895727,0.3215811137363133,"(101.46821212768555, 0.5883386135101318, 113.96694445610046)",270653,100388,nan,nan,nan,nan,nan,nan,nan,nan,0.6298701298701298,0.3701298701298701,nan,nan,nan,nan,nan,nan,nan,nan,0.09090909090909091,0.9090909090909091,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.42857142857142855,0.5714285714285714,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP015519,3218469,0.5341173085712493,"(169.0686662197113, 0.928717851638794, 194.95321941375732)",3211703,2268122,nan,nan,nan,nan,nan,nan,nan,nan,0.6519230769230768,0.34807692307692306,nan,nan,nan,nan,nan,nan,nan,nan,0.3076923076923077,0.6923076923076923,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.3,0.7,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP012380,4847481,0.5084127199260812,"(269.54517340660095, 1.3299310207366943, 301.4316656589508)",4153753,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP021852,4209445,0.38868211842653844,"(219.5835039615631, 1.1116645336151123, 249.71243953704834)",4209110,2333284,nan,nan,nan,nan,nan,nan,nan,nan,0.6487068965517242,0.35129310344827586,nan,nan,nan,nan,nan,nan,nan,nan,0.25,0.75,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.3448275862068966,0.6551724137931034,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP011181,4108495,0.6770484082370796,"(212.46125173568726, 1.2771008014678955, 245.8206171989441)",733592,45295,3479561,nan,nan,nan,nan,nan,nan,nan,0.6354895104895104,0.28414878338015964,0.13199300699300698,nan,nan,nan,nan,nan,nan,nan,0.2692307692307692,0.38461538461538464,0.34615384615384615,nan,nan,nan,nan,nan,nan,nan,1.0,0.10473699339638225,0.0,nan,nan,nan,nan,nan,nan,nan,1.0,0.1017882100543262,0.0,nan,nan,nan,nan,nan,nan,nan,0.2727272727272727,0.5454545454545454,0.18181818181818182,nan,nan,nan,nan,nan,nan,nan
NZ_CP022291,2762859,0.32839026530126947,"(147.98099756240845, 0.7423539161682129, 166.68198442459106)",8675,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_022241,4677483,0.5219195879493309,"(245.9503355026245, 1.4056453704833984, 285.35976696014404)",3944778,264,nan,nan,nan,nan,nan,nan,nan,nan,0.42121212121212126,0.0787878787878788,nan,nan,nan,nan,nan,nan,nan,nan,0.8181818181818182,0.18181818181818182,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0.8666666666666667,0.13333333333333333,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP014269,4569185,0.5081770600227393,"(249.6453492641449, 1.0702521800994873, 278.7512719631195)",3287025,3673392,14946,nan,nan,nan,nan,nan,nan,nan,0.5412457912457912,0.48107026337017983,0.32491582491582494,nan,nan,nan,nan,nan,nan,nan,0.09090909090909091,0.09090909090909091,0.8181818181818182,nan,nan,nan,nan,nan,nan,nan,1.0,0.6941602898442887,0.0,nan,nan,nan,nan,nan,nan,nan,1.0,0.6947672282828953,0.0,nan,nan,nan,nan,nan,nan,nan,0.07407407407407407,0.4444444444444444,0.48148148148148145,nan,nan,nan,nan,nan,nan,nan
NZ_CP009467,3621606,0.4495290211027925,"(216.11820769309998, 1.1314451694488525, 244.93153643608093)",159207,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP016665,2154341,0.518244326223193,"(122.83958196640015, 0.5055341720581055, 136.03511476516724)",752074,1978889,1126661,nan,nan,nan,nan,nan,nan,nan,0.5499903034911272,0.5340909090909091,0.045454545454545456,nan,nan,nan,nan,nan,nan,nan,0.8181818181818182,0.09090909090909091,0.09090909090909091,nan,nan,nan,nan,nan,nan,nan,0.2574182026406079,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,0.2607248295057191,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,0.8636363636363636,0.045454545454545456,0.09090909090909091,nan,nan,nan,nan,nan,nan,nan
NZ_CP011762,4105464,0.6770654912575046,"(217.4235918521881, 1.064208745956421, 249.78457188606262)",3341961,43499,600005,nan,nan,nan,nan,nan,nan,nan,0.632996632996633,0.2382154882154882,0.1526118889192169,nan,nan,nan,nan,nan,nan,nan,0.25925925925925924,0.4074074074074074,0.3333333333333333,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,0.049211834929572575,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,0.04608420559577993,nan,nan,nan,nan,nan,nan,nan,0.2727272727272727,0.5454545454545454,0.18181818181818182,nan,nan,nan,nan,nan,nan,nan
NZ_CP016978,1170644,0.5729333597575351,"(66.75868344306946, 0.3583493232727051, 75.85811758041382)",1161601,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013993,7055752,0.6576367763492821,"(353.4175009727478, 1.980008602142334, 415.1395483016968)",1873,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_016843,1139417,0.5278287053817874,"(68.55841565132141, 0.42755579948425293, 77.17262148857117)",743002,2611,949004,nan,nan,nan,nan,nan,nan,nan,0.5643939393939393,0.3712121212121212,0.30474698331243727,nan,nan,nan,nan,nan,nan,nan,0.09090909090909091,0.09090909090909091,0.8181818181818182,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,0.47874647334927445,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,0.48266570232471706,nan,nan,nan,nan,nan,nan,nan,0.16666666666666666,0.16666666666666666,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan
NZ_CP012831,7119102,0.6128788434271626,"(366.577597618103, 1.716536283493042, 425.821170091629)",7117950,2564679,nan,nan,nan,nan,nan,nan,nan,nan,0.5736111111111111,0.42638888888888893,nan,nan,nan,nan,nan,nan,nan,nan,0.25,0.75,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.044444444444444446,0.9555555555555556,nan,nan,nan,nan,nan,nan,nan,nan
NC_012034,2919718,0.35172472136007654,"(162.65454149246216, 0.9165339469909668, 182.61176800727844)",2804,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013781,3192742,0.39720215413584936,"(170.90144395828247, 0.7916915416717529, 190.26316595077515)",13,1980841,nan,nan,nan,nan,nan,nan,nan,nan,0.6543478260869565,0.3456521739130435,nan,nan,nan,nan,nan,nan,nan,nan,0.4,0.6,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.21739130434782608,0.782608695652174,nan,nan,nan,nan,nan,nan,nan,nan
NC_005090,2110355,0.48458008249796836,"(114.28031015396118, 0.6745593547821045, 130.55338954925537)",3889,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP018022,1199621,0.28742494504514343,"(69.15328025817871, 0.4567697048187256, 78.36844730377197)",18,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP012998,2937102,0.4782234324854908,"(160.85604572296143, 0.9263291358947754, 184.12659788131714)",2700100,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP011174,4103251,0.6770970140505662,"(221.0728359222412, 1.1477296352386475, 252.61876487731934)",578083,70134,3318853,3737392,nan,nan,nan,nan,nan,nan,0.6316666666666666,0.40547837819850974,0.3710595602455639,0.04083333333333333,nan,nan,nan,nan,nan,nan,0.36,0.28,0.28,0.08,nan,nan,nan,nan,nan,nan,1.0,0.42178978582445914,0.47643272224340766,0.0,nan,nan,nan,nan,nan,nan,1.0,0.42012372696957967,0.47780551873884797,0.0,nan,nan,nan,nan,nan,nan,0.16666666666666666,0.5,0.25,0.08333333333333333,nan,nan,nan,nan,nan,nan
NZ_CP016673,2173115,0.5173099444806188,"(119.14128828048706, 0.6021580696105957, 134.57475423812866)",143198,698917,nan,nan,nan,nan,nan,nan,nan,nan,0.55,0.45,nan,nan,nan,nan,nan,nan,nan,nan,0.1,0.9,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.1,0.9,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP011958,5008292,0.6392464736481019,"(266.9486038684845, 1.4008290767669678, 304.8884301185608)",903319,4780472,nan,nan,nan,nan,nan,nan,nan,nan,0.5277777777777778,0.2222222222222222,nan,nan,nan,nan,nan,nan,nan,nan,0.1111111111111111,0.8888888888888888,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP015950,3416758,0.38327736409777924,"(179.728830575943, 0.828789472579956, 201.4918291568756)",422,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP008992,5123810,0.6483825512655621,"(252.917320728302, 1.2549595832824707, 298.07248878479004)",269294,5002899,nan,nan,nan,nan,nan,nan,nan,nan,0.5454545454545454,0.4545454545454546,nan,nan,nan,nan,nan,nan,nan,nan,0.18181818181818182,0.8181818181818182,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP010145,4817460,0.5089626068509131,"(267.72301506996155, 1.3932056427001953, 311.4457302093506)",3267690,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_019701,4557046,0.46314761799639503,"(238.6941750049591, 1.0774409770965576, 270.8269028663635)",3107405,3653611,4031926,2093693,4551021,1440156,576717,938496,nan,nan,0.37703866631834476,0.3690989009619263,0.3553145909249533,0.3275862068965517,0.3141962870660883,0.2562361410297981,0.25550561813071765,0.23064793185897958,nan,nan,0.20689655172413793,0.20689655172413793,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.3103448275862069,0.034482758620689655,0.034482758620689655,nan,nan,0.6920428893093598,0.4302018052550765,0.24884457059636503,1.0,0.0,0.6867064137896982,0.27278967949028315,0.4462198606821312,nan,nan,0.5230083276881572,0.804814488247801,1.0,0.0,0.8429920448160774,0.09685883998466645,0.5423362413084495,0.35568221158137336,nan,nan,0.08620689655172414,0.08620689655172414,0.1724137931034483,0.1724137931034483,0.10344827586206896,0.10344827586206896,0.13793103448275862,0.13793103448275862,nan,nan
NZ_CP022097,7075815,0.6330487724735596,"(346.07313656806946, 1.8657290935516357, 409.3783576488495)",6459127,1794643,nan,nan,nan,nan,nan,nan,nan,nan,0.525,0.475,nan,nan,nan,nan,nan,nan,nan,nan,0.1,0.9,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
NC_007799,1176248,0.30100710054342283,"(66.40031504631042, 0.300919771194458, 73.91893076896667)",15987,745156,nan,nan,nan,nan,nan,nan,nan,nan,0.6278409090909091,0.37215909090909094,nan,nan,nan,nan,nan,nan,nan,nan,0.875,0.125,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,0.6363636363636364,0.36363636363636365,nan,nan,nan,nan,nan,nan,nan,nan
NC_018868,4300227,0.5583065731181168,"(218.38338017463684, 0.9728569984436035, 254.39294147491455)",53,2762664,nan,nan,nan,nan,nan,nan,nan,nan,0.6279411764705882,0.3720588235294118,nan,nan,nan,nan,nan,nan,nan,nan,0.1,0.9,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.4117647058823529,0.5882352941176471,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP021151,3134662,0.41637184487514123,"(165.00760912895203, 0.8436968326568604, 189.2336175441742)",3050237,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
