RefSeq,Sequence_length,GC_Concentration,Time,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,Avg_Occurance_oriC_0,Avg_Occurance_oriC_1,Avg_Occurance_oriC_2,Avg_Occurance_oriC_3,Avg_Occurance_oriC_4,Avg_Occurance_oriC_5,Avg_Occurance_oriC_6,Avg_Occurance_oriC_7,Avg_Occurance_oriC_8,Avg_Occurance_oriC_9,Z_Occurance_oriC_0,Z_Occurance_oriC_1,Z_Occurance_oriC_2,Z_Occurance_oriC_3,Z_Occurance_oriC_4,Z_Occurance_oriC_5,Z_Occurance_oriC_6,Z_Occurance_oriC_7,Z_Occurance_oriC_8,Z_Occurance_oriC_9,G_Occurance_oriC_0,G_Occurance_oriC_1,G_Occurance_oriC_2,G_Occurance_oriC_3,G_Occurance_oriC_4,G_Occurance_oriC_5,G_Occurance_oriC_6,G_Occurance_oriC_7,G_Occurance_oriC_8,G_Occurance_oriC_9,D_Occurance_oriC_0,D_Occurance_oriC_1,D_Occurance_oriC_2,D_Occurance_oriC_3,D_Occurance_oriC_4,D_Occurance_oriC_5,D_Occurance_oriC_6,D_Occurance_oriC_7,D_Occurance_oriC_8,D_Occurance_oriC_9,Prediction_oriC_0,Prediction_oriC_1,Prediction_oriC_2,Prediction_oriC_3,Prediction_oriC_4,Prediction_oriC_5,Prediction_oriC_6,Prediction_oriC_7,Prediction_oriC_8,Prediction_oriC_9
NZ_AP014613,3095417,0.5466203745731189,"(227.848126411438, 0.7438030242919922, 251.02878332138062)",324,1058472,nan,nan,nan,nan,nan,nan,nan,nan,0.8236020491687626,0.1763979508312374,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,0.9993775760777164,0.0006224239222836214,nan,nan,nan,nan,nan,nan,nan,nan,0.5714285714285714,0.42857142857142855,nan,nan,nan,nan,nan,nan,nan,nan,1.0105985463730454,-1.0146693738073518,nan,nan,nan,nan,nan,nan,nan,nan
NC_010498,5068389,0.5049667655738342,"(389.86671328544617, 2.458806276321411, 454.4229385852814)",4207284,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_021290,5024500,0.6081626032441039,"(370.36643075942993, 2.0606229305267334, 427.0279381275177)",5018842,1291638,nan,nan,nan,nan,nan,nan,nan,nan,0.8924297111352514,0.10757028886474866,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,0.9995113556279761,0.0004886443720237832,nan,nan,nan,nan,nan,nan,nan,nan,0.7777777777777778,0.2222222222222222,nan,nan,nan,nan,nan,nan,nan,nan,1.0625535857282946,-1.0160138587887113,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP024442,2371210,0.5209690411224649,"(200.07283353805542, 0.774329423904419, 225.09773802757263)",2767,216250,1409898,1209725,nan,nan,nan,nan,nan,nan,0.6830987046607647,0.3687072318025351,0.23427580765087022,0.04363152218321764,nan,nan,nan,nan,nan,nan,0.45,0.45,0.05,0.05,nan,nan,nan,nan,nan,nan,0.9992961139822942,0.8161216954076054,0.17282742295261078,0.0008945665496529198,nan,nan,nan,nan,nan,nan,0.6,0.24,0.08,0.08,nan,nan,nan,nan,nan,nan,1.5158318384341092,-1.235946272451799,-1.0082773543946226,-1.0075987147743044,nan,nan,nan,nan,nan,nan
NC_022525,4707648,0.5224608976711937,"(333.3508086204529, 2.4223554134368896, 383.0557186603546)",3939885,179,795541,nan,nan,nan,nan,nan,nan,nan,0.5722391199211154,0.34415807513790736,0.22950157570246452,nan,nan,nan,nan,nan,nan,nan,0.47368421052631576,0.47368421052631576,0.05263157894736842,nan,nan,nan,nan,nan,nan,nan,0.788487694691576,0.42242637852376974,0.226782239069116,nan,nan,nan,nan,nan,nan,nan,0.45454545454545453,0.13636363636363635,0.4090909090909091,nan,nan,nan,nan,nan,nan,nan,0.9382159597529514,-1.0412130605029128,-1.1105905993120908,nan,nan,nan,nan,nan,nan,nan
NC_013791,3858997,0.402673544446912,"(277.28791904449463, 1.1446802616119385, 315.80608773231506)",1225,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_002944,4829781,0.6929860794930454,"(383.3507046699524, 1.748441457748413, 440.7289037704468)",4829228,3875889,2334526,nan,nan,nan,nan,nan,nan,nan,0.8244232079793902,0.35484666080398103,0.017682055178504574,nan,nan,nan,nan,nan,nan,nan,0.47368421052631576,0.47368421052631576,0.05263157894736842,nan,nan,nan,nan,nan,nan,nan,0.9995854134118547,0.5908557718856273,0.0004145865881453048,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,1.012049184313371,-1.0088571916386693,-1.0072022674109045,nan,nan,nan,nan,nan,nan,nan
NC_017770,5202069,0.37308540121247913,"(379.21984696388245, 1.8039674758911133, 432.25631761550903)",3716,4496586,3601009,nan,nan,nan,nan,nan,nan,nan,0.5611665730913166,0.45258509858422774,0.16878976839588544,nan,nan,nan,nan,nan,nan,nan,0.4117647058823529,0.5294117647058824,0.058823529411764705,nan,nan,nan,nan,nan,nan,nan,0.887119628776212,0.5462922489955189,0.11421244244255835,nan,nan,nan,nan,nan,nan,nan,0.38461538461538464,0.28205128205128205,0.3333333333333333,nan,nan,nan,nan,nan,nan,nan,-0.13057594968987107,-0.5990240316471338,-1.0118110763403658,nan,nan,nan,nan,nan,nan,nan
NC_016822,4988504,0.5098336094348125,"(323.4327940940857, 1.0978872776031494, 365.44888615608215)",4026319,3540954,3017550,5018,2165722,nan,nan,nan,nan,nan,0.48688743143679214,0.35871941204326735,0.34831527083093067,0.321128137678829,0.1421756330905662,nan,nan,nan,nan,nan,0.35,0.1,0.45,0.05,0.05,nan,nan,nan,nan,nan,0.816544647251553,0.7614523537768608,0.6802399301398507,0.36632558950707506,0.3471151345658162,nan,nan,nan,nan,nan,0.29411764705882354,0.2647058823529412,0.2647058823529412,0.14705882352941177,0.029411764705882353,nan,nan,nan,nan,nan,-1.2135331009333052,-1.3926851917213066,-0.8229044585005605,-1.047452244146073,-1.1862624324207625,nan,nan,nan,nan,nan
NC_020833,2657957,0.41009692782840357,"(176.28049445152283, 1.0958154201507568, 199.82108545303345)",509371,10605,2420375,nan,nan,nan,nan,nan,nan,nan,0.5791860309169828,0.435409437738616,0.09625256557424522,nan,nan,nan,nan,nan,nan,nan,0.47368421052631576,0.47368421052631576,0.05263157894736842,nan,nan,nan,nan,nan,nan,nan,0.9991679998716916,0.3325441026895324,0.0008320001283084189,nan,nan,nan,nan,nan,nan,nan,0.2647058823529412,0.5,0.23529411764705882,nan,nan,nan,nan,nan,nan,nan,0.2035913196672352,-0.5145340792875297,-1.0137919788425345,nan,nan,nan,nan,nan,nan,nan
NZ_CP022206,1893171,0.38544906931280903,"(148.735102891922, 0.6645917892456055, 165.9569091796875)",5209,1724096,nan,nan,nan,nan,nan,nan,nan,nan,0.9319426672618162,0.0680573327381838,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,0.9958280017854486,0.004171998214551387,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,1.034190207733503,-1.0262774019093692,nan,nan,nan,nan,nan,nan,nan,nan
NC_021905,4284494,0.6132469785230181,"(303.8567461967468, 1.0924203395843506, 345.30018162727356)",4234178,1258296,1707551,nan,nan,nan,nan,nan,nan,nan,0.4873853315453743,0.34753538469281736,0.3206954765354338,nan,nan,nan,nan,nan,nan,nan,0.3181818181818182,0.4090909090909091,0.2727272727272727,nan,nan,nan,nan,nan,nan,nan,0.9773075097876379,0.46684857832087634,0.022692490212362082,nan,nan,nan,nan,nan,nan,nan,0.16666666666666666,0.16666666666666666,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,-1.3450915117263849,-1.0799056254587933,-1.00587607098828,nan,nan,nan,nan,nan,nan,nan
NC_005139,3354505,0.4641134832113829,"(237.1463906764984, 0.6140601634979248, 268.3118350505829)",3353728,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_007645,7215267,0.5386974591515463,"(435.12939715385437, 2.4639878273010254, 505.34760189056396)",7212681,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP008866,6795741,0.6614803301067537,"(463.59530210494995, 2.122896671295166, 532.5788681507111)",6777372,4945955,2899177,nan,nan,nan,nan,nan,nan,nan,0.8275550919539808,0.27391899559073996,0.01968613011624261,nan,nan,nan,nan,nan,nan,nan,0.5294117647058824,0.4117647058823529,0.058823529411764705,nan,nan,nan,nan,nan,nan,nan,0.9997651390630369,0.36348065298289023,0.0002348609369631216,nan,nan,nan,nan,nan,nan,nan,0.9534883720930233,0.046511627906976744,0.0,nan,nan,nan,nan,nan,nan,nan,1.0142026590564859,-1.0326310905010425,-1.0090130856258108,nan,nan,nan,nan,nan,nan,nan
NC_017247,1185778,0.5734176211736092,"(97.13623356819153, 0.7762191295623779, 110.17122292518616)",1038429,638474,1177702,nan,nan,nan,nan,nan,nan,nan,0.28758169934640526,0.24183006535947713,0.1372549019607843,nan,nan,nan,nan,nan,nan,nan,0.5294117647058824,0.058823529411764705,0.4117647058823529,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,0.3333333333333333,0.6666666666666666,0.0,nan,nan,nan,nan,nan,nan,nan,-1.1930819602929725,-1.2868802495195562,-1.0081428691877088,nan,nan,nan,nan,nan,nan,nan
NC_013454,636850,0.27141713119258853,"(44.22825860977173, 0.2425673007965088, 48.90529751777649)",4141,157370,513067,221565,310615,407966,nan,nan,nan,nan,0.4607142857142857,0.3672585125096454,0.32296264598945873,0.19209629745883525,0.12899885235610312,0.07619047619047618,nan,nan,nan,nan,0.2571428571428571,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.08571428571428572,0.22857142857142856,nan,nan,nan,nan,1.0,0.7089183946717934,0.45103079511123323,0.4334317495193628,0.051282271354023634,0.0,nan,nan,nan,nan,0.125,0.25,0.25,0.375,0.0,0.0,nan,nan,nan,nan,-1.3016133299476538,-1.2811822834398052,-1.1166351176414802,-1.1982399842511322,-1.0635850896170504,-1.018356146636365,nan,nan,nan,nan
NZ_CP010019,2017400,0.3260107068504015,"(156.50399541854858, 0.7814974784851074, 171.9381537437439)",1289304,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_020796,3857040,0.5960257088337171,"(295.86124992370605, 2.019473075866699, 341.44483733177185)",3823079,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_004463,9105828,0.6405938043196072,"(595.3028039932251, 1.8691589832305908, 677.6736931800842)",744655,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9995334322676959,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_017053,1781029,0.3847618427324878,"(118.92475366592407, 0.2926652431488037, 134.77201795578003)",5067,1595910,nan,nan,nan,nan,nan,nan,nan,nan,0.8820689225704089,0.11793107742959101,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan,0.996206767711227,0.0037932322887730408,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,1.0680077999837083,-1.0190313831055287,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP024955,3352175,0.5870949458187594,"(248.6803069114685, 2.229034900665283, 286.32642459869385)",2551,1124567,nan,nan,nan,nan,nan,nan,nan,nan,0.8452404744470586,0.15475952555294126,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,0.9993577869775399,0.0006422130224601474,nan,nan,nan,nan,nan,nan,nan,nan,0.6363636363636364,0.36363636363636365,nan,nan,nan,nan,nan,nan,nan,nan,1.033508049116409,-1.004044953826111,nan,nan,nan,nan,nan,nan,nan,nan
NC_021064,2526138,0.6348176544590992,"(203.7345929145813, 1.0293679237365723, 226.68869924545288)",1958,2263275,638418,nan,nan,nan,nan,nan,nan,nan,0.617020250007423,0.5621162709370494,0.08371706239628389,nan,nan,nan,nan,nan,nan,nan,0.5625,0.3125,0.125,nan,nan,nan,nan,nan,nan,nan,0.7885607500222691,0.9988488128111483,0.0011511871888516545,nan,nan,nan,nan,nan,nan,nan,0.5,0.375,0.125,nan,nan,nan,nan,nan,nan,nan,1.5522585077718665,0.3702255071602627,-1.0241059120249654,nan,nan,nan,nan,nan,nan,nan
NC_014922,2007018,0.38223673130983377,"(174.09116625785828, 0.7975749969482422, 192.22752118110657)",2006325,109290,622946,840609,1387215,nan,nan,nan,nan,nan,0.4735593703988568,0.41708962195852495,0.2916360156027597,0.1684539954248048,0.10089017602127305,nan,nan,nan,nan,nan,0.36,0.04,0.2,0.28,0.12,nan,nan,nan,nan,nan,0.8485568990753584,0.9991476537543628,0.4021807740810064,0.10414986506229318,0.0008523462456373476,nan,nan,nan,nan,nan,0.21212121212121213,0.21212121212121213,0.2727272727272727,0.12121212121212122,0.18181818181818182,nan,nan,nan,nan,nan,-1.6253543484268258,-1.0148937713061086,-1.1998555911960134,-1.0010977804085153,-1.0188262575623819,nan,nan,nan,nan,nan
NC_022546,4035456,0.5695688417864053,"(317.6299214363098, 0.9744429588317871, 357.1769404411316)",2349772,1741891,3356546,20409,447720,nan,nan,nan,nan,nan,0.559288402486569,0.367717227572773,0.24795190781619783,0.18185491474370483,0.0662756197520822,nan,nan,nan,nan,nan,0.25,0.25,0.19444444444444445,0.2777777777777778,0.027777777777777776,nan,nan,nan,nan,nan,0.9496043378944894,0.7661951609791886,0.4189764963954534,0.05039566210551061,0.08409255973933838,nan,nan,nan,nan,nan,0.4782608695652174,0.08695652173913043,0.08695652173913043,0.13043478260869565,0.21739130434782608,nan,nan,nan,nan,nan,0.005614829654322584,-1.2280698068296383,-1.0192410808415397,-1.0104830510832992,-1.0235110071577376,nan,nan,nan,nan,nan
NC_016929,1150228,0.31013764227614005,"(82.08009362220764, 0.5585365295410156, 92.664217710495)",410726,634896,1688,742906,222477,nan,nan,nan,nan,nan,0.37891760874149943,0.3236795135034042,0.31551823068995294,0.24675029943455618,0.2371941788330608,nan,nan,nan,nan,nan,0.04,0.36,0.16,0.16,0.28,nan,nan,nan,nan,nan,0.7396099690816411,0.7396099690816411,0.08655469206985877,0.5802508983036685,0.3601539650706109,nan,nan,nan,nan,nan,0.35714285714285715,0.5,0.0,0.07142857142857142,0.07142857142857142,nan,nan,nan,nan,nan,-1.7819074717943773,0.8879445030375299,-1.0908912739446075,-1.0359671265948984,-1.0057571741768365,nan,nan,nan,nan,nan
NC_008209,4133097,0.5896871038836011,"(265.3356726169586, 1.279029130935669, 310.03977370262146)",125477,540697,nan,nan,nan,nan,nan,nan,nan,nan,0.599095702527325,0.4009042974726749,nan,nan,nan,nan,nan,nan,nan,nan,0.4,0.6,nan,nan,nan,nan,nan,nan,nan,nan,0.9972871075819753,0.0027128924180247482,nan,nan,nan,nan,nan,nan,nan,nan,0.4,0.6,nan,nan,nan,nan,nan,nan,nan,nan,0.8337754845881582,0.6356733430190209,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP014524,2936971,0.4773976317777738,"(217.71547770500183, 0.7073683738708496, 246.55975532531738)",2929557,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_005955,1581384,0.3879683871848963,"(143.03713846206665, 1.3008003234863281, 160.87332391738892)",1569297,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP023638,4411310,0.656138199310409,"(332.7685616016388, 0.09171676635742188, 382.8094093799591)",4411007,3903374,nan,nan,nan,nan,nan,nan,nan,nan,0.5833333333333334,0.08333333333333333,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.8576430182058763,-1.0113442044595056,nan,nan,nan,nan,nan,nan,nan,nan
NC_015224,4552107,0.4700058676125144,"(347.9402222633362, 1.2559034824371338, 401.899689912796)",3482,915025,nan,nan,nan,nan,nan,nan,nan,nan,0.7724992178509519,0.22750078214904815,nan,nan,nan,nan,nan,nan,nan,nan,0.5,0.5,nan,nan,nan,nan,nan,nan,nan,nan,0.9993158353710374,0.0006841646289625913,nan,nan,nan,nan,nan,nan,nan,nan,0.8181818181818182,0.18181818181818182,nan,nan,nan,nan,nan,nan,nan,nan,1.1170168041769353,-1.2530580948777308,nan,nan,nan,nan,nan,nan,nan,nan
NC_005071,2410873,0.5073975277835041,"(215.3522515296936, 0.9561035633087158, 239.96182656288147)",735624,2410856,2205684,nan,nan,nan,nan,nan,nan,nan,0.45109077561467764,0.4166666666666667,0.27777777777777773,nan,nan,nan,nan,nan,nan,nan,0.5833333333333334,0.25,0.16666666666666666,nan,nan,nan,nan,nan,nan,nan,0.43660566017736635,0.5,0.5,nan,nan,nan,nan,nan,nan,nan,0.3333333333333333,0.5,0.16666666666666666,nan,nan,nan,nan,nan,nan,nan,-0.5505140283119951,-0.4055266757789022,-1.033560826110162,nan,nan,nan,nan,nan,nan,nan
NC_013715,2264603,0.59622282581097,"(157.11913323402405, 0.45706820487976074, 184.56827807426453)",2252751,2013879,150055,379429,1708822,615350,839235,1424737,1310369,1074766,0.5079860911524073,0.335336347701491,0.3169933170744031,0.2532793161628727,0.24070714231194776,0.19584220845937325,0.15885232544119635,0.10028437759290204,0.08340852875437631,0.06582343265711636,0.175,0.05,0.075,0.15,0.125,0.125,0.225,0.025,0.025,0.025,0.9989582734572223,0.7738661859616158,0.8724085226517806,0.6562665199171895,0.4864071412215575,0.43395519680669115,0.2229855477521605,0.218710275635849,0.11093987197741462,0.0010417265427776767,0.4,0.05714285714285714,0.05714285714285714,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.11428571428571428,0.17142857142857143,-0.18914796634865017,-1.1652481007161315,-1.026129532101952,-1.0079821900214379,-1.2442907121410238,-1.2039307292202759,-1.030368291043147,-1.0211865267972238,-1.0358380907124323,-1.0109006923623562
NC_014012,4962103,0.44716322897771366,"(403.22855830192566, 1.392951250076294, 451.41118693351746)",4961330,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_023061,6683584,0.675320157568155,"(465.87277364730835, 2.690197467803955, 539.1310029029846)",6625152,1264247,3766876,2461844,nan,nan,nan,nan,nan,nan,0.4340463458110517,0.16310160427807488,0.0499108734402852,0.0196078431372549,nan,nan,nan,nan,nan,nan,0.5294117647058824,0.35294117647058826,0.058823529411764705,0.058823529411764705,nan,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,0.7727272727272727,0.13636363636363635,0.09090909090909091,0.0,nan,nan,nan,nan,nan,nan,1.3689542447915235,-1.0752435279296444,-1.0098867842805541,-1.0086243509476711,nan,nan,nan,nan,nan,nan
NC_002928,4773551,0.680999532633044,"(320.9296808242798, 2.234273910522461, 373.41261863708496)",14436,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_013890,1360154,0.473144952703885,"(114.98405408859253, 1.0953068733215332, 127.80165004730225)",1648,114779,nan,nan,nan,nan,nan,nan,nan,nan,0.5624834980815338,0.4375165019184662,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan,0.6041171609112679,0.3958828390887321,nan,nan,nan,nan,nan,nan,nan,nan,0.3333333333333333,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,0.8514446206755499,-0.9308266869394695,nan,nan,nan,nan,nan,nan,nan,nan
NC_009089,4290252,0.29060530710084165,"(284.76460790634155, 1.8942532539367676, 317.0068199634552)",24940,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP025223,3819143,0.4239566311080784,"(297.0607211589813, 1.874568223953247, 329.8718512058258)",3786040,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_020127,1457568,0.332861314189115,"(121.40048384666443, 0.2999379634857178, 131.83281302452087)",972486,609479,nan,nan,nan,nan,nan,nan,nan,nan,0.6872677143679763,0.24610762586577903,nan,nan,nan,nan,nan,nan,nan,nan,0.8888888888888888,0.1111111111111111,nan,nan,nan,nan,nan,nan,nan,nan,0.6014856827864687,0.1986403379147974,nan,nan,nan,nan,nan,nan,nan,nan,0.5714285714285714,0.42857142857142855,nan,nan,nan,nan,nan,nan,nan,nan,1.3903207587551085,-1.2461634867742086,nan,nan,nan,nan,nan,nan,nan,nan
NC_008313,4052032,0.6646591142419408,"(268.48613142967224, 2.5999507904052734, 301.6776285171509)",4050459,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_017187,2256675,0.2706774347214375,"(186.31757259368896, 1.6562399864196777, 204.32593941688538)",2221198,1986485,375283,1398730,950237,nan,nan,nan,nan,nan,0.5711820681802388,0.37441956265626714,0.32116964787804675,0.15993619222884758,0.06373856674039609,nan,nan,nan,nan,nan,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.047619047619047616,nan,nan,nan,nan,nan,0.9992604902550022,0.7423063070164203,0.6301756103008069,0.09885619573416182,0.0007395097449978127,nan,nan,nan,nan,nan,0.38095238095238093,0.0,0.23809523809523808,0.23809523809523808,0.14285714285714285,nan,nan,nan,nan,nan,0.5044074471494069,-1.0879529783171629,-1.1293920567272275,-1.0255253865806546,-1.0120637033327293,nan,nan,nan,nan,nan
NC_021821,1861334,0.451854422688244,"(147.79083156585693, 0.949847936630249, 161.50630831718445)",455524,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0004439049960459,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_006831,1499920,0.2751260067203584,"(117.68096613883972, 0.758563756942749, 131.24680948257446)",12135,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_018828,4887379,0.6782868690969127,"(348.24677062034607, 1.7868802547454834, 404.2975823879242)",14377,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
